Sender Id,Max of Date Created,Min of Date Created,Average of Amount,recency,frequency,monetary
4882,01/03/2024,19/10/2023,250.0,41,4,1000.0
4889,22/02/2024,01/10/2023,441.4,49,5,2207.0
4895,06/11/2023,06/11/2023,2500.0,157,1,2500.0
4897,03/02/2024,18/12/2023,3480.0,68,2,6960.0
4905,03/03/2024,30/09/2023,2912.5,39,2,5825.0
4948,01/10/2023,23/09/2023,371.5,193,2,743.0
4956,20/01/2024,19/09/2023,131.6,82,5,658.0
4957,03/11/2023,03/11/2023,1500.0,160,1,1500.0
4976,15/02/2024,17/10/2023,1141.2,56,8,9129.3
5026,05/01/2024,15/09/2023,335.0,97,6,2010.0
5036,29/02/2024,20/09/2023,95.9,42,7,671.0
5048,26/02/2024,20/12/2023,850.0,45,2,1700.0
5065,26/12/2023,08/09/2023,2100.0,107,5,10500.0
5066,07/01/2024,26/12/2023,398.0,95,2,795.9
5092,29/02/2024,01/10/2023,3409.8,42,4,13639.0
5125,09/01/2024,01/10/2023,734.7,93,3,2204.1
5127,18/02/2024,18/02/2024,417.2,53,1,417.2
5139,11/01/2024,02/09/2023,1133.8,91,4,4535.0
5231,03/01/2024,08/10/2023,2450.0,99,2,4900.0
5284,09/11/2023,09/11/2023,483.6,154,1,483.6
5290,21/02/2024,02/10/2023,377.5,50,4,1510.0
5297,19/02/2024,19/02/2024,200.0,52,1,200.0
5332,03/03/2024,28/09/2023,1065.4,39,6,6392.2
5385,24/01/2024,14/11/2023,310.0,78,2,620.0
5389,01/03/2024,03/09/2023,1238.2,41,10,12382.0
5403,24/02/2024,18/10/2023,2768.3,47,3,8305.0
5417,03/01/2024,15/10/2023,874.3,99,4,3497.0
5478,01/03/2024,01/03/2024,250.0,41,2,500.0
5498,17/02/2024,21/09/2023,826.3,54,4,3305.0
5550,09/01/2024,19/09/2023,1780.0,93,5,8900.0
5561,21/02/2024,13/09/2023,469.3,50,7,3285.0
5571,18/10/2023,26/09/2023,549.5,176,6,3297.1
5572,15/01/2024,15/01/2024,1000.0,87,1,1000.0
5573,18/02/2024,04/10/2023,2000.0,53,2,4000.0
5574,01/03/2024,15/10/2023,3600.0,41,6,21600.0
5589,21/11/2023,04/09/2023,2150.1,142,8,17201.0
5607,23/12/2023,11/10/2023,1376.0,110,5,6880.0
5608,20/02/2024,23/01/2024,380.5,51,2,761.0
5614,28/01/2024,28/09/2023,533.3,74,3,1600.0
5619,24/02/2024,12/10/2023,473.0,47,5,2365.0
5625,23/01/2024,22/12/2023,750.0,79,2,1500.0
5629,31/01/2024,31/01/2024,300.0,71,1,300.0
5633,04/02/2024,04/02/2024,2000.0,67,1,2000.0
5677,05/01/2024,18/10/2023,1084.5,97,4,4338.0
5687,13/02/2024,25/09/2023,1486.0,58,5,7430.0
5700,18/01/2024,29/09/2023,304.4,84,5,1522.0
5733,16/01/2024,16/01/2024,1892.0,86,4,7568.0
5796,26/02/2024,18/10/2023,359.6,45,5,1798.2
5797,19/01/2024,20/11/2023,750.0,83,2,1500.0
5800,26/02/2024,26/02/2024,1200.0,45,1,1200.0
5812,26/02/2024,11/10/2023,1218.9,45,8,9750.9
5859,14/02/2024,26/10/2023,135.4,57,4,541.5
5864,14/01/2024,15/10/2023,272.7,88,2,545.4
5866,11/11/2023,11/11/2023,800.0,152,1,800.0
5897,02/10/2023,02/10/2023,151.6,192,1,151.6
5934,09/11/2023,09/11/2023,400.0,154,1,400.0
5949,29/02/2024,06/09/2023,570.0,42,4,2280.0
5950,07/12/2023,07/12/2023,434.0,126,1,434.0
5957,14/12/2023,06/12/2023,1925.0,119,2,3850.0
5978,11/02/2024,24/01/2024,416.7,60,3,1250.0
5983,20/01/2024,20/01/2024,250.0,82,1,250.0
6002,19/02/2024,20/09/2023,637.5,52,4,2550.0
6003,22/01/2024,19/10/2023,878.5,80,2,1757.0
6006,17/02/2024,17/02/2024,2500.0,54,1,2500.0
6033,31/01/2024,17/09/2023,85.5,71,4,342.0
6035,01/12/2023,01/12/2023,999.0,132,1,999.0
6039,24/02/2024,01/10/2023,2482.4,47,8,19859.0
6044,26/02/2024,21/09/2023,668.6,45,8,5349.0
6054,02/03/2024,06/09/2023,1000.0,40,7,7000.0
6058,11/01/2024,11/01/2024,1400.0,91,1,1400.0
6062,24/01/2024,04/10/2023,950.0,78,4,3800.0
6110,16/01/2024,27/12/2023,199.5,86,2,399.0
6138,28/02/2024,28/02/2024,9129.0,43,1,9129.0
6187,04/12/2023,17/10/2023,528.1,129,2,1056.2
6189,07/02/2024,04/12/2023,520.0,64,3,1560.0
6196,16/10/2023,16/10/2023,540.0,178,1,540.0
6199,05/12/2023,05/12/2023,500.0,128,1,500.0
6201,01/02/2024,09/09/2023,327.3,70,8,2618.0
6233,01/03/2024,09/10/2023,939.5,41,6,5637.0
6241,20/02/2024,16/11/2023,98.0,51,11,1077.6
6267,17/01/2024,26/09/2023,1800.0,85,3,5400.0
6281,22/02/2024,11/10/2023,2866.0,49,5,14330.0
6300,30/01/2024,16/09/2023,300.0,72,5,1500.0
6315,12/02/2024,07/02/2024,354.0,59,2,708.0
6320,25/02/2024,08/09/2023,1250.5,46,6,7503.0
6326,11/02/2024,30/09/2023,2266.7,60,3,6800.0
6353,12/09/2023,02/09/2023,294.5,212,2,589.0
6354,11/02/2024,12/09/2023,4995.3,60,4,19981.0
6357,23/02/2024,02/09/2023,1034.4,48,13,13447.0
6358,24/09/2023,24/09/2023,760.0,200,1,760.0
6389,09/01/2024,08/01/2024,801.0,93,2,1602.0
6394,18/12/2023,18/12/2023,400.0,115,1,400.0
6403,18/02/2024,18/02/2024,3045.0,53,1,3045.0
6408,21/01/2024,10/01/2024,3188.3,81,6,19130.0
6422,19/02/2024,19/02/2024,115.0,52,1,115.0
6450,06/02/2024,05/11/2023,970.0,65,2,1940.0
6453,08/01/2024,08/01/2024,660.0,94,1,660.0
6456,23/12/2023,04/09/2023,120.0,110,3,360.0
6485,02/01/2024,02/01/2024,2500.0,100,1,2500.0
6487,19/02/2024,13/09/2023,557.8,52,4,2231.0
6500,08/01/2024,12/10/2023,750.0,94,2,1500.0
6520,06/02/2024,03/12/2023,99.0,65,3,297.0
6521,06/01/2024,08/10/2023,189.8,96,2,379.5
6541,22/11/2023,22/11/2023,3000.0,141,1,3000.0
6579,14/02/2024,14/02/2024,200.0,57,1,200.0
6593,18/02/2024,18/02/2024,1000.0,53,1,1000.0
6608,25/12/2023,01/10/2023,1019.6,108,5,5098.0
6610,26/09/2023,26/09/2023,1702.7,198,2,3405.4
6616,16/10/2023,04/09/2023,418.0,178,3,1254.0
6645,28/02/2024,12/09/2023,213.0,43,23,4900.0
6655,23/12/2023,23/12/2023,114.0,110,1,114.0
6660,07/02/2024,07/02/2024,500.0,64,1,500.0
6672,04/01/2024,11/12/2023,1314.0,98,2,2628.0
6689,12/12/2023,13/09/2023,556.3,121,4,2225.0
6728,12/10/2023,12/10/2023,300.0,182,1,300.0
6732,28/02/2024,06/11/2023,610.0,43,5,3050.0
6735,20/02/2024,30/11/2023,2051.0,51,4,8204.0
6741,25/01/2024,27/11/2023,75.5,77,2,151.0
6768,17/12/2023,11/09/2023,346.6,116,3,1039.7
6793,04/12/2023,24/09/2023,1623.3,129,4,6493.0
6809,18/02/2024,07/09/2023,239.0,53,6,1434.0
6820,07/01/2024,07/01/2024,460.0,95,1,460.0
6824,12/02/2024,14/09/2023,545.8,59,10,5458.0
6828,05/11/2023,13/09/2023,399.0,158,2,798.0
6883,13/02/2024,26/09/2023,700.8,58,11,7708.5
6889,02/03/2024,29/09/2023,300.3,40,19,5706.0
6890,19/11/2023,19/11/2023,76.0,144,1,76.0
6906,29/02/2024,20/09/2023,5023.2,42,9,45208.7
6916,01/03/2024,18/09/2023,580.1,41,16,9281.5
6918,01/01/2024,09/09/2023,1200.4,101,4,4801.6
6937,10/09/2023,10/09/2023,410.0,214,1,410.0
6971,16/02/2024,25/12/2023,344.0,55,3,1032.0
6990,14/12/2023,14/12/2023,152.0,119,1,152.0
7008,25/01/2024,12/11/2023,5037.8,77,3,15113.5
7035,26/02/2024,11/12/2023,4823.5,45,17,82000.0
7036,03/03/2024,09/10/2023,316.4,39,7,2214.5
7040,07/01/2024,03/10/2023,1566.7,95,3,4700.0
7041,17/02/2024,23/01/2024,686.3,54,3,2059.0
7049,24/02/2024,01/09/2023,176.3,47,10,1763.0
7052,10/11/2023,12/09/2023,300.0,153,4,1200.0
7061,25/10/2023,25/10/2023,150.0,169,2,300.0
7062,26/09/2023,26/09/2023,510.0,198,1,510.0
7065,24/02/2024,09/01/2024,821.4,47,5,4107.0
7066,17/02/2024,17/02/2024,560.0,54,1,560.0
7079,11/02/2024,07/10/2023,1713.3,60,6,10280.0
7080,02/03/2024,27/09/2023,290.0,40,5,1450.0
7083,27/02/2024,10/11/2023,297.5,44,4,1189.8
7104,28/02/2024,09/10/2023,993.0,43,8,7944.0
7117,25/02/2024,18/09/2023,555.0,46,4,2220.0
7122,12/01/2024,01/11/2023,690.0,90,2,1380.0
7124,10/02/2024,28/10/2023,362.5,61,4,1450.0
7147,03/03/2024,03/10/2023,1156.9,39,9,10412.0
7174,24/02/2024,09/01/2024,438.8,47,3,1316.3
7207,14/02/2024,29/09/2023,359.8,57,4,1439.0
7228,29/01/2024,28/01/2024,2944.5,73,2,5889.0
7229,05/11/2023,19/09/2023,600.0,158,2,1200.0
7292,07/12/2023,07/12/2023,312.0,126,1,312.0
7307,25/01/2024,25/01/2024,500.0,77,1,500.0
7336,08/11/2023,09/10/2023,246.0,155,2,491.9
7387,31/01/2024,06/09/2023,652.5,71,4,2610.0
7403,05/02/2024,15/10/2023,299.2,66,4,1196.7
7497,19/02/2024,19/02/2024,100.0,52,1,100.0
7513,19/02/2024,21/09/2023,745.0,52,3,2235.0
7531,08/02/2024,24/09/2023,171.0,63,4,684.0
7552,06/10/2023,06/10/2023,800.0,188,1,800.0
7584,21/02/2024,10/09/2023,363.9,50,11,4003.0
7614,02/01/2024,01/09/2023,800.0,100,3,2400.0
7652,11/12/2023,07/12/2023,4500.0,122,2,9000.0
7673,14/10/2023,01/10/2023,56.8,180,2,113.6
7674,10/09/2023,10/09/2023,304.0,214,1,304.0
7677,12/11/2023,12/11/2023,310.0,151,1,310.0
7699,07/02/2024,23/12/2023,834.3,64,2,1668.7
7722,06/12/2023,22/10/2023,146.9,127,3,440.6
7744,17/01/2024,09/10/2023,414.3,85,3,1243.0
7751,05/11/2023,05/11/2023,500.0,158,1,500.0
7785,05/02/2024,13/10/2023,833.2,66,2,1666.3
7803,02/03/2024,22/11/2023,614.6,40,10,6146.1
7850,28/11/2023,28/11/2023,1000.0,135,1,1000.0
7851,23/02/2024,05/10/2023,1422.0,48,4,5688.0
7856,25/02/2024,23/11/2023,693.8,46,15,10407.2
7879,23/02/2024,07/09/2023,675.0,48,4,2700.0
7886,17/02/2024,08/09/2023,352.1,54,8,2817.0
7890,20/02/2024,20/02/2024,133.1,51,2,266.2
7905,07/01/2024,19/09/2023,4359.0,95,6,26154.0
7914,22/02/2024,26/09/2023,256.9,49,9,2312.0
7916,22/01/2024,22/01/2024,1000.0,80,1,1000.0
7926,09/02/2024,21/09/2023,3310.1,62,11,36410.7
7929,20/12/2023,15/09/2023,1362.5,113,2,2725.0
7941,22/02/2024,22/02/2024,900.0,49,1,900.0
7952,18/10/2023,10/09/2023,133.0,176,2,266.0
7972,11/12/2023,11/12/2023,797.0,122,1,797.0
7981,21/01/2024,08/12/2023,334.3,81,2,668.6
7983,22/12/2023,13/10/2023,50.5,111,4,202.0
7990,23/02/2024,23/02/2024,762.0,48,1,762.0
8003,17/10/2023,11/10/2023,1000.0,177,2,2000.0
8008,26/01/2024,23/01/2024,7500.0,76,7,52500.0
8061,16/01/2024,06/10/2023,2100.0,86,5,10500.0
8065,01/03/2024,16/10/2023,1208.7,41,18,21756.1
8066,29/01/2024,29/01/2024,570.0,73,1,570.0
8072,10/02/2024,06/09/2023,402.0,61,4,1608.0
8094,13/11/2023,17/10/2023,135.0,150,2,270.0
8105,11/02/2024,11/09/2023,231.3,60,3,694.0
8119,18/12/2023,24/09/2023,1843.3,115,3,5530.0
8140,31/01/2024,17/09/2023,2811.8,71,5,14059.0
8151,07/01/2024,20/09/2023,1333.3,95,6,8000.0
8160,16/01/2024,08/09/2023,1186.3,86,3,3559.0
8163,09/01/2024,29/09/2023,499.8,93,4,1999.0
8171,24/12/2023,11/09/2023,5924.8,109,5,29624.0
8179,21/02/2024,16/09/2023,2550.0,50,2,5100.0
8197,17/02/2024,17/02/2024,757.1,54,1,757.1
8215,06/11/2023,23/09/2023,798.0,157,4,3192.0
8216,05/11/2023,04/10/2023,99.5,158,2,199.0
8220,16/10/2023,11/09/2023,1319.8,178,4,5279.0
8273,13/02/2024,02/09/2023,581.6,58,10,5816.0
8300,03/03/2024,16/10/2023,912.0,39,5,4560.0
8306,05/02/2024,20/12/2023,812.5,66,4,3250.0
8315,07/12/2023,07/09/2023,450.0,126,2,900.0
8328,09/10/2023,09/10/2023,250.0,185,1,250.0
8329,15/10/2023,15/10/2023,500.0,179,1,500.0
8331,13/12/2023,20/09/2023,671.3,120,3,2014.0
8370,15/11/2023,09/11/2023,1250.0,148,2,2500.0
8389,03/03/2024,10/09/2023,172.5,39,6,1035.0
8398,13/12/2023,13/12/2023,2500.0,120,1,2500.0
8405,06/09/2023,06/09/2023,100.0,218,1,100.0
8413,01/03/2024,26/09/2023,1097.1,41,8,8777.0
8459,09/02/2024,09/10/2023,294.5,62,4,1178.0
8467,30/01/2024,11/01/2024,190.0,72,2,380.0
8488,04/01/2024,05/09/2023,763.0,98,5,3815.1
8499,28/02/2024,17/02/2024,2402.0,43,5,12010.0
8539,24/12/2023,18/09/2023,1031.5,109,4,4126.0
8561,31/01/2024,18/10/2023,262.0,71,5,1310.0
8567,09/02/2024,10/09/2023,207.0,62,5,1035.0
8577,06/10/2023,06/10/2023,757.0,188,1,757.0
8585,25/10/2023,25/10/2023,700.0,169,1,700.0
8603,18/02/2024,27/09/2023,687.5,53,4,2750.0
8615,07/11/2023,07/11/2023,189.0,156,1,189.0
8629,25/02/2024,08/09/2023,2470.0,46,4,9880.0
8660,06/01/2024,18/10/2023,342.5,96,2,685.0
8663,06/11/2023,06/11/2023,250.0,157,1,250.0
8708,10/02/2024,05/02/2024,342.5,61,2,685.0
8709,12/02/2024,03/12/2023,493.8,59,3,1481.3
8716,25/09/2023,25/09/2023,250.0,199,2,500.0
8722,05/10/2023,05/10/2023,3000.0,189,1,3000.0
8742,24/02/2024,07/09/2023,429.6,47,9,3866.0
8751,18/10/2023,18/10/2023,920.0,176,1,920.0
8784,09/10/2023,09/10/2023,2000.0,185,1,2000.0
8792,13/02/2024,10/01/2024,520.0,58,2,1040.0
8797,30/01/2024,30/01/2024,3000.0,72,1,3000.0
8828,20/11/2023,17/10/2023,1165.0,143,3,3495.0
8853,03/01/2024,14/09/2023,2187.3,99,5,10936.3
8855,16/02/2024,04/01/2024,5525.0,55,2,11050.0
8865,23/11/2023,02/09/2023,1988.0,140,4,7952.0
8872,22/12/2023,12/11/2023,350.0,111,2,700.0
8889,28/02/2024,28/02/2024,68.5,43,1,68.5
8907,09/01/2024,07/11/2023,380.0,93,3,1140.0
8923,01/02/2024,12/09/2023,510.8,70,6,3065.0
8931,17/01/2024,17/01/2024,3001.0,85,1,3001.0
8939,18/02/2024,03/09/2023,760.3,53,8,6082.0
8951,15/12/2023,14/12/2023,4325.0,118,2,8650.0
8988,03/02/2024,12/09/2023,811.1,68,3,2433.4
8992,23/12/2023,08/12/2023,505.5,110,2,1011.0
9016,17/10/2023,17/10/2023,190.0,177,1,190.0
9023,21/02/2024,05/10/2023,315.0,50,2,630.0
9024,19/11/2023,11/10/2023,1703.4,144,5,8517.0
9063,29/02/2024,20/09/2023,305.7,42,7,2139.6
9088,26/01/2024,17/11/2023,379.5,76,2,759.0
9091,01/03/2024,16/01/2024,445.0,41,2,890.0
9118,30/12/2023,26/09/2023,304.8,103,5,1524.0
9120,28/01/2024,21/12/2023,149.7,74,3,449.0
9128,09/01/2024,20/09/2023,747.9,93,3,2243.8
9149,09/01/2024,09/01/2024,1000.0,93,1,1000.0
9188,06/02/2024,06/02/2024,1520.0,65,1,1520.0
9195,07/02/2024,15/09/2023,162.5,64,4,650.0
9212,03/10/2023,03/10/2023,7560.0,191,1,7560.0
9215,17/01/2024,16/09/2023,1305.0,85,7,9135.0
9223,16/02/2024,16/02/2024,500.0,55,1,500.0
9232,05/12/2023,05/12/2023,600.0,128,1,600.0
9239,31/12/2023,31/12/2023,380.0,102,1,380.0
9241,05/01/2024,05/10/2023,1402.0,97,4,5608.0
9247,05/02/2024,05/02/2024,230.0,66,1,230.0
9312,17/01/2024,16/01/2024,209.5,85,2,419.0
9340,14/01/2024,15/10/2023,514.8,88,4,2059.0
9365,04/10/2023,04/10/2023,600.0,190,1,600.0
9379,02/01/2024,02/01/2024,120.0,100,1,120.0
9402,05/11/2023,12/10/2023,172.0,158,2,344.0
9405,18/10/2023,18/10/2023,100.0,176,1,100.0
9412,29/02/2024,11/10/2023,643.6,42,9,5792.0
9423,19/02/2024,29/12/2023,1500.0,52,2,3000.0
9426,02/02/2024,25/11/2023,1553.3,69,3,4660.0
9429,14/01/2024,11/09/2023,1106.8,88,9,9961.0
9450,12/12/2023,15/10/2023,568.8,121,4,2275.0
9459,26/02/2024,06/12/2023,525.6,45,5,2627.9
9475,27/01/2024,08/09/2023,1465.7,75,3,4397.0
9519,03/03/2024,19/11/2023,3626.5,39,4,14506.0
9522,13/10/2023,13/10/2023,7533.3,181,3,22600.0
9539,22/02/2024,18/09/2023,191.1,49,14,2675.0
9541,07/02/2024,08/01/2024,3835.0,64,2,7670.0
9542,30/10/2023,30/10/2023,379.0,164,1,379.0
9550,09/02/2024,13/10/2023,359.7,62,3,1079.0
9554,12/02/2024,29/10/2023,543.6,59,5,2718.0
9565,14/02/2024,22/12/2023,1766.8,57,5,8833.8
9569,06/02/2024,06/02/2024,2000.0,65,1,2000.0
9596,08/12/2023,04/10/2023,194.0,125,3,582.0
9601,09/02/2024,27/09/2023,7559.5,62,4,30237.8
9605,10/12/2023,04/11/2023,325.0,123,2,650.0
9633,30/12/2023,15/10/2023,932.5,103,2,1865.0
9639,21/02/2024,17/09/2023,646.1,50,8,5169.0
9671,18/12/2023,18/12/2023,200.0,115,1,200.0
9680,27/12/2023,27/12/2023,2500.0,106,1,2500.0
9692,20/02/2024,29/01/2024,400.0,51,2,800.0
9728,10/02/2024,26/09/2023,479.5,61,4,1917.9
9739,29/11/2023,16/09/2023,291.0,134,7,2037.0
9761,26/01/2024,26/01/2024,1010.0,76,2,2020.0
9792,03/02/2024,14/09/2023,2558.0,68,5,12790.0
9795,30/01/2024,29/01/2024,2662.5,72,2,5325.0
9804,14/02/2024,14/02/2024,2000.0,57,1,2000.0
9826,11/02/2024,18/10/2023,1592.5,60,4,6370.0
9845,13/09/2023,13/09/2023,100.0,211,1,100.0
9854,29/02/2024,05/09/2023,818.2,42,4,3272.6
9855,06/02/2024,04/02/2024,3750.0,65,2,7500.0
9865,03/03/2024,03/02/2024,95.1,39,2,190.3
9962,08/01/2024,06/10/2023,696.7,94,3,2090.0
9964,11/02/2024,09/10/2023,3100.0,60,4,12400.0
9978,16/01/2024,28/10/2023,2145.0,86,2,4290.0
10089,02/03/2024,28/09/2023,1132.9,40,12,13595.3
10118,04/02/2024,04/02/2024,478.5,67,2,957.0
10146,14/02/2024,01/02/2024,350.0,57,3,1050.0
10179,05/09/2023,05/09/2023,1800.0,219,1,1800.0
10185,05/10/2023,05/10/2023,40.0,189,1,40.0
10204,03/09/2023,03/09/2023,191.0,221,1,191.0
10212,13/01/2024,21/09/2023,1330.8,89,5,6654.0
10227,10/11/2023,13/09/2023,724.9,153,4,2899.7
10231,22/11/2023,08/10/2023,882.0,141,3,2646.0
10247,08/02/2024,08/02/2024,2657.0,63,1,2657.0
10291,04/12/2023,04/12/2023,760.0,129,1,760.0
10308,15/02/2024,03/10/2023,2283.1,56,8,18264.7
10310,31/12/2023,31/12/2023,760.0,102,1,760.0
10314,14/11/2023,12/09/2023,366.7,149,3,1100.1
10325,19/02/2024,19/02/2024,840.0,52,1,840.0
10336,05/01/2024,26/09/2023,650.0,97,5,3250.0
10338,09/11/2023,26/10/2023,600.0,154,2,1200.0
10351,16/02/2024,03/10/2023,110.8,55,6,665.0
10386,19/12/2023,12/12/2023,3152.0,114,3,9456.0
10398,21/02/2024,05/10/2023,464.6,50,5,2323.0
10415,03/11/2023,03/11/2023,1100.0,160,1,1100.0
10432,25/02/2024,15/10/2023,2212.9,46,7,15490.0
10493,29/02/2024,07/09/2023,689.7,42,7,4828.0
10563,24/02/2024,24/02/2024,3000.0,47,1,3000.0
10581,25/09/2023,13/09/2023,5000.0,199,2,10000.0
10624,12/01/2024,25/09/2023,611.3,90,5,3056.7
10644,23/02/2024,24/09/2023,2600.4,48,5,13001.9
10646,15/10/2023,15/10/2023,380.0,179,1,380.0
10647,02/01/2024,20/11/2023,1182.5,100,2,2365.0
10649,24/02/2024,02/01/2024,490.0,47,3,1470.0
10652,27/02/2024,27/02/2024,2500.0,44,1,2500.0
10667,29/02/2024,09/10/2023,667.3,42,6,4004.0
10684,02/01/2024,24/09/2023,1333.3,100,3,4000.0
10685,29/02/2024,12/09/2023,328.1,42,11,3609.0
10699,26/02/2024,27/09/2023,1607.7,45,10,16077.4
10701,08/02/2024,17/09/2023,3918.2,63,11,43100.0
10712,30/01/2024,21/12/2023,41.0,72,2,82.0
10731,23/01/2024,05/10/2023,271.1,79,5,1355.4
10767,02/01/2024,12/10/2023,468.7,100,3,1406.0
10770,05/10/2023,05/10/2023,1800.0,189,1,1800.0
10783,07/01/2024,11/10/2023,1239.3,95,3,3718.0
10789,23/01/2024,11/10/2023,1202.3,79,3,3607.0
10835,03/01/2024,03/01/2024,300.0,99,1,300.0
10847,16/02/2024,16/02/2024,200.0,55,1,200.0
10862,01/02/2024,25/09/2023,379.3,70,5,1896.5
10874,13/10/2023,13/10/2023,518.0,181,1,518.0
10883,29/02/2024,29/02/2024,85.5,42,1,85.5
10903,17/12/2023,10/12/2023,675.0,116,2,1350.0
10911,12/11/2023,12/11/2023,114.0,151,1,114.0
10935,28/02/2024,13/09/2023,1852.1,43,8,14817.0
10961,16/09/2023,16/09/2023,800.0,208,1,800.0
10965,23/01/2024,23/01/2024,2280.0,79,1,2280.0
10971,23/02/2024,23/02/2024,345.0,48,1,345.0
10973,19/12/2023,09/11/2023,284.0,114,2,568.0
10981,29/01/2024,29/01/2024,300.0,73,1,300.0
10993,02/03/2024,03/11/2023,3731.3,40,10,37313.0
11035,06/02/2024,06/02/2024,1000.0,65,1,1000.0
11036,17/12/2023,02/09/2023,1390.0,116,2,2780.0
11039,25/09/2023,25/09/2023,3000.0,199,1,3000.0
11051,11/02/2024,07/10/2023,214.7,60,11,2362.0
11055,16/02/2024,13/09/2023,817.4,55,7,5722.0
11059,24/02/2024,11/09/2023,176.9,47,10,1769.0
11069,25/01/2024,19/09/2023,433.3,77,3,1300.0
11078,09/02/2024,11/09/2023,224.3,62,10,2243.0
11084,17/11/2023,08/11/2023,5000.0,146,2,10000.0
11132,17/09/2023,17/09/2023,4551.3,207,1,4551.3
11183,10/02/2024,15/10/2023,547.5,61,8,4380.0
11192,04/02/2024,26/10/2023,226.0,67,3,678.0
11210,02/11/2023,19/09/2023,3122.0,161,2,6244.0
11218,30/01/2024,19/10/2023,501.8,72,6,3011.1
11225,23/02/2024,10/09/2023,205.8,48,18,3704.9
11241,23/01/2024,16/01/2024,5849.6,79,5,29247.8
11258,24/11/2023,06/11/2023,587.0,139,2,1174.0
11267,02/03/2024,05/09/2023,1884.8,40,12,22618.0
11276,21/02/2024,21/02/2024,200.0,50,1,200.0
11285,09/01/2024,06/09/2023,183.3,93,3,550.0
11289,02/09/2023,02/09/2023,3000.0,222,1,3000.0
11297,25/11/2023,25/11/2023,50.0,138,1,50.0
11304,15/10/2023,15/10/2023,1490.0,179,1,1490.0
11317,15/02/2024,05/10/2023,743.1,56,8,5945.0
11323,21/02/2024,14/09/2023,2818.0,50,8,22544.0
11324,21/01/2024,10/10/2023,662.0,81,5,3310.0
11331,15/02/2024,15/02/2024,800.0,56,1,800.0
11368,20/01/2024,14/09/2023,215.0,82,2,430.0
11370,16/09/2023,16/09/2023,1000.0,208,1,1000.0
11380,15/02/2024,15/09/2023,875.0,56,2,1750.0
11398,09/01/2024,09/01/2024,760.0,93,1,760.0
11400,27/11/2023,10/10/2023,4428.6,136,7,31000.0
11441,23/12/2023,09/10/2023,1054.0,110,4,4216.0
11453,24/01/2024,10/09/2023,4062.5,78,8,32500.0
11457,10/02/2024,16/10/2023,916.7,61,3,2750.0
11460,05/10/2023,05/10/2023,1000.0,189,1,1000.0
11464,16/12/2023,11/09/2023,2138.6,117,11,23525.0
11484,07/02/2024,06/10/2023,179.6,64,5,898.0
11486,22/11/2023,13/09/2023,220.0,141,2,440.0
11519,01/03/2024,09/09/2023,2600.0,41,5,13000.0
11529,23/10/2023,23/10/2023,250.0,171,1,250.0
11530,11/09/2023,07/09/2023,7572.5,213,2,15145.0
11548,14/12/2023,11/10/2023,2350.0,119,2,4700.0
11559,08/09/2023,08/09/2023,1150.0,216,1,1150.0
11577,27/01/2024,30/09/2023,734.1,75,11,8075.0
11583,09/09/2023,09/09/2023,238.0,215,2,476.0
11585,27/12/2023,27/12/2023,230.0,106,1,230.0
11590,21/11/2023,14/10/2023,1880.0,142,2,3760.0
11598,21/01/2024,01/09/2023,2954.3,81,6,17725.5
11607,26/02/2024,01/09/2023,932.8,45,12,11194.0
11666,19/02/2024,18/10/2023,491.7,52,6,2950.0
11688,12/09/2023,12/09/2023,250.0,212,1,250.0
11705,13/01/2024,13/01/2024,152.2,89,1,152.2
11708,18/09/2023,18/09/2023,3028.2,206,1,3028.2
11735,05/02/2024,13/09/2023,258.2,66,6,1549.0
11766,28/10/2023,28/10/2023,205.0,166,1,205.0
11801,02/01/2024,14/09/2023,456.5,100,7,3195.3
11815,24/02/2024,07/09/2023,899.9,47,4,3599.6
11848,17/10/2023,28/09/2023,2753.3,177,3,8260.0
11892,24/12/2023,17/09/2023,3940.0,109,4,15760.0
11895,03/01/2024,16/10/2023,750.0,99,2,1500.0
11909,15/01/2024,03/09/2023,1874.5,87,8,14996.3
11916,31/01/2024,31/01/2024,700.0,71,1,700.0
11994,20/01/2024,29/10/2023,1207.5,82,2,2415.0
12002,26/10/2023,26/10/2023,200.0,168,1,200.0
12010,21/02/2024,21/02/2024,114.0,50,1,114.0
12101,06/02/2024,09/10/2023,219.8,65,6,1319.0
12111,21/02/2024,20/09/2023,1227.2,50,8,9817.6
12118,17/01/2024,28/09/2023,425.1,85,5,2125.5
12152,15/02/2024,11/09/2023,940.9,56,11,10350.0
12159,02/02/2024,10/12/2023,1517.0,69,2,3034.0
12163,29/02/2024,20/09/2023,1992.0,42,8,15936.2
12306,25/02/2024,26/10/2023,6375.0,46,4,25500.0
12321,19/02/2024,24/01/2024,168.3,52,3,505.0
12326,19/02/2024,16/01/2024,1637.5,52,2,3275.0
12338,14/02/2024,18/09/2023,53.1,57,6,318.4
12344,11/01/2024,11/01/2024,6000.0,91,1,6000.0
12398,04/10/2023,04/10/2023,2000.0,190,1,2000.0
12506,29/12/2023,29/12/2023,2500.0,104,1,2500.0
12536,28/01/2024,28/01/2024,400.0,74,1,400.0
12579,08/01/2024,02/10/2023,4217.4,94,5,21087.0
12617,27/11/2023,09/11/2023,208.0,136,2,415.9
12689,17/11/2023,17/11/2023,500.0,146,1,500.0
12697,19/11/2023,29/10/2023,964.7,144,3,2894.0
