Sender ID,Min of date_created,Max of date_created,Average of amount,Recency,Frequency,Monetary
12152,11/09/2023,15/02/2024,940.9,61.6,11,10350
12159,10/12/2023,02/02/2024,1517,74.3,2,3034
12163,20/09/2023,22/03/2024,1915.5,25,11,21070.6
12306,26/10/2023,25/02/2024,6375,50.9,4,25500
12321,24/01/2024,29/03/2024,164.3,18.4,6,986
12326,16/01/2024,19/02/2024,1637.5,56.8,2,3275
12338,18/09/2023,18/03/2024,53.1,29.1,7,371.67
12344,11/01/2024,11/01/2024,6000,96.5,1,6000
12398,04/10/2023,04/10/2023,2000,195.4,1,2000
12506,29/12/2023,29/12/2023,2500,109.3,1,2500
12536,28/01/2024,28/01/2024,400,79.4,1,400
12579,02/10/2023,08/01/2024,4217.4,99,5,21087
12617,09/11/2023,27/11/2023,208,141.7,2,415.9
12626,22/03/2024,22/03/2024,100,25,1,100
12689,17/11/2023,17/11/2023,500,151.7,1,500
12697,29/10/2023,19/11/2023,964.7,149,3,2894
12745,21/09/2023,07/12/2023,2084.7,131.3,3,6254
12747,06/11/2023,29/01/2024,1000,78,2,2000
12758,22/10/2023,27/11/2023,256.5,140.8,3,769.4
12766,27/10/2023,27/10/2023,7000,172,1,7000
12775,26/02/2024,09/03/2024,650.5,38,2,1301
12800,08/02/2024,09/02/2024,7589.5,67,2,15179
12816,16/02/2024,16/02/2024,7550,60.4,1,7550
12840,03/10/2023,02/01/2024,1341.2,105.1,9,12071
12854,06/12/2023,01/03/2024,336,46.5,5,1680
12887,05/09/2023,29/01/2024,457.1,78,7,3200
12889,25/09/2023,04/10/2023,6258.5,195,3,18775.6
12985,12/02/2024,26/03/2024,3800,21.3,6,22800
12996,20/10/2023,25/02/2024,242.8,51.5,4,971
13002,14/10/2023,08/03/2024,126,39.6,6,756
13079,15/09/2023,28/03/2024,274.4,19.3,9,2470
13093,21/01/2024,21/01/2024,9999,86,1,9999
13169,04/02/2024,04/02/2024,38.1,72.3,1,38.1
13194,18/03/2024,18/03/2024,774,29.3,2,1548
13197,13/11/2023,13/02/2024,315,62.9,4,1260
13207,10/09/2023,24/03/2024,569.8,23.3,21,11965
13211,23/01/2024,23/01/2024,264,84,1,264
13350,11/10/2023,26/01/2024,571.7,81.4,3,1715
13388,19/10/2023,14/12/2023,206.7,124.5,3,620
13400,16/10/2023,01/01/2024,399.8,106.4,4,1599
13516,19/02/2024,11/03/2024,656.7,35.9,3,1970
13530,08/11/2023,13/11/2023,221,155.3,2,442
13558,29/03/2024,29/03/2024,1200,18.4,1,1200
13657,18/10/2023,20/02/2024,1053,56.4,5,5265
13662,02/11/2023,04/02/2024,1940.3,72,4,7761.36
13664,26/10/2023,26/03/2024,453,21.1,6,2718
13725,18/03/2024,18/03/2024,2000,29.1,1,2000
13743,29/01/2024,03/02/2024,147.5,73.4,2,295
13783,04/03/2024,04/03/2024,152.2,43,1,152.21
13789,21/03/2024,27/03/2024,658,20,2,1315.91
13810,30/09/2023,07/03/2024,400,40,5,2000
13824,30/11/2023,16/02/2024,2266.7,60.5,3,6800
13839,24/01/2024,10/02/2024,2479,66.2,2,4958
13843,20/09/2023,31/03/2024,1700,16.2,4,6800
13851,20/09/2023,26/03/2024,514.5,21.4,6,3087
13853,12/11/2023,18/02/2024,1000.5,58.4,2,2001
13859,12/01/2024,27/02/2024,613.8,49.4,4,2455
13898,11/03/2024,11/03/2024,1525,36,1,1525
13900,21/09/2023,25/11/2023,730.8,143,4,2923
13910,15/10/2023,20/10/2023,7500,179.4,2,15000
13918,14/11/2023,30/03/2024,1547,17.5,6,9282
13933,01/09/2023,29/12/2023,2028,108.9,2,4056
13939,09/09/2023,15/02/2024,994.3,61.4,3,2983
13969,30/11/2023,27/02/2024,1266.7,49.5,3,3799.99
13971,23/02/2024,27/02/2024,275,49.4,2,550
13980,01/10/2023,22/03/2024,500,25.5,7,3500
13991,11/12/2023,05/02/2024,1170.2,71,3,3510.58
14007,10/10/2023,27/03/2024,1515,20.4,4,6060
16165,04/10/2023,04/10/2023,398,195.4,1,398
16211,27/10/2023,29/02/2024,165,47.5,2,330
16268,26/09/2023,01/03/2024,1198.4,45.9,8,9587
16300,12/10/2023,04/03/2024,775,42.9,4,3100
16338,14/10/2023,14/10/2023,6500,185.3,1,6500
16383,28/09/2023,08/03/2024,116.2,38.8,9,1046
16396,15/10/2023,15/10/2023,800,183.9,1,800
16424,26/12/2023,26/12/2023,3793,112.4,1,3793
16467,18/10/2023,18/10/2023,700,181.6,1,700
16495,01/10/2023,27/03/2024,450,20.2,6,2700
16596,08/09/2023,15/03/2024,207.4,32.6,5,1037
16640,25/09/2023,28/03/2024,204.2,19.2,6,1225
16661,15/09/2023,15/03/2024,580,32.1,7,4060
16693,16/10/2023,11/12/2023,1445,126.8,2,2890
16696,13/09/2023,16/03/2024,923.8,31.6,4,3695.32
16727,16/10/2023,08/03/2024,1316.5,39.5,6,7899
16823,05/01/2024,05/01/2024,1506.9,101.9,1,1506.94
16831,15/09/2023,17/03/2024,377.6,29.9,7,2643
16878,13/10/2023,17/02/2024,4700,59.4,2,9400
16897,04/01/2024,04/01/2024,608,103.4,1,608
16912,15/01/2024,15/01/2024,190.3,92.5,1,190.26
16927,27/11/2023,02/01/2024,961.7,105.4,3,2885
16968,17/02/2024,25/02/2024,1140,51.3,2,2280
16997,06/03/2024,06/03/2024,1000,41,1,1000
17044,26/09/2023,15/03/2024,1038.3,31.9,6,6230
17055,18/09/2023,10/03/2024,329.4,36.9,24,7906.63
17093,05/11/2023,23/11/2023,570,145.5,3,1710
17102,12/03/2024,12/03/2024,1500,35.4,1,1500
17132,23/10/2023,23/10/2023,1350,176.3,1,1350
17204,04/09/2023,17/03/2024,2847.9,29.9,7,19935
17235,01/10/2023,29/03/2024,502.9,18.4,14,7040.14
17237,01/10/2023,01/10/2023,950,198.5,1,950
17252,10/01/2024,10/01/2024,50,97.6,1,50
17256,20/09/2023,20/09/2023,3000,209.4,1,3000
17304,14/03/2024,14/03/2024,1000,32.9,1,1000
17366,12/10/2023,29/03/2024,625,18.5,4,2500
17400,18/12/2023,18/12/2023,152,120,1,152
17411,10/12/2023,10/12/2023,779,128,1,779
17413,28/09/2023,28/09/2023,500,201.4,1,500
17424,17/02/2024,17/02/2024,1000,59.4,1,1000
17433,20/01/2024,20/01/2024,1000,87.5,1,1000
17434,20/09/2023,19/02/2024,428.6,57.4,7,3000
17475,05/02/2024,05/02/2024,1150,71.2,1,1150
17480,28/09/2023,27/03/2024,274.9,19.9,8,2199.28
17509,29/09/2023,29/09/2023,300,200,1,300
17516,16/10/2023,16/10/2023,80,182.9,1,80
17579,02/10/2023,04/03/2024,432.2,43.4,6,2593
17586,13/10/2023,18/03/2024,766.2,29,5,3831
17609,21/03/2024,21/03/2024,3038,26.3,1,3038
17642,13/11/2023,07/01/2024,1632.1,100.2,4,6528.5
17665,13/02/2024,13/02/2024,200,63.3,1,200
17668,17/12/2023,20/02/2024,1397.5,56.6,2,2795
17712,25/02/2024,25/02/2024,2000,50.9,1,2000
17745,29/09/2023,23/03/2024,927.2,24,15,13908
17749,21/09/2023,21/09/2023,250,208.4,1,250
17761,31/03/2024,31/03/2024,1100,16.4,2,2200
17817,20/09/2023,20/09/2023,300,209.2,1,300
17824,12/10/2023,18/03/2024,495,29,3,1485
17825,08/09/2023,18/12/2023,1000,120,2,2000
17839,20/10/2023,10/11/2023,90,158.5,3,269.9
17843,20/09/2023,28/03/2024,630.4,19.5,9,5674
17858,17/09/2023,02/12/2023,333,136,5,1665
17885,11/10/2023,31/10/2023,5199.5,168.5,2,10399
17891,03/10/2023,31/01/2024,1757.5,76,2,3515
17899,17/01/2024,17/01/2024,200,90.5,1,200
17926,06/10/2023,11/03/2024,2622.9,36.4,7,18360
17954,03/09/2023,12/02/2024,414.9,63.8,7,2904
17956,08/10/2023,08/10/2023,700,190.9,1,700
17967,07/10/2023,25/03/2024,1401.4,22.3,7,9810
18014,26/03/2024,26/03/2024,1000,21.5,1,1000
18088,03/03/2024,03/03/2024,5000,44.5,1,5000
18105,20/09/2023,07/01/2024,289,99.8,2,578
18143,05/01/2024,05/01/2024,7500,102.1,1,7500
18219,10/09/2023,20/11/2023,930.3,148.3,3,2791
18239,25/09/2023,18/02/2024,137.5,58,4,550
18252,06/10/2023,06/10/2023,7600,193.4,1,7600
18292,04/09/2023,31/03/2024,1566.7,16.5,6,9400
18295,15/10/2023,28/03/2024,324.5,19.4,9,2920.69
18304,06/09/2023,27/03/2024,2068.8,20,8,16550
18318,11/09/2023,27/03/2024,315.5,20,30,9466.31
18321,13/09/2023,21/02/2024,872.1,55.2,7,6105
18338,04/10/2023,29/03/2024,133.3,18.3,6,800
18341,12/03/2024,24/03/2024,1000,23.2,2,2000
18358,20/09/2023,19/01/2024,833.3,88.3,3,2500
18360,29/12/2023,31/03/2024,419.7,15.9,3,1259
18369,10/09/2023,20/03/2024,435,27.2,8,3480
18416,20/09/2023,20/09/2023,500,209.3,1,500
18428,15/10/2023,10/11/2023,264.7,158.5,2,529.4
18552,13/09/2023,24/03/2024,860.7,22.9,9,7746
18556,05/10/2023,23/03/2024,614.3,24.3,7,4300
18564,10/01/2024,07/03/2024,130,39.9,3,390
18603,18/09/2023,12/03/2024,779.4,35.5,10,7793.68
18671,01/10/2023,27/12/2023,821.8,110.9,7,5752.69
18677,08/09/2023,31/03/2024,1525.7,16.4,7,10680
18681,06/12/2023,06/12/2023,760,132.4,2,1520
18700,06/10/2023,23/01/2024,342.5,84,2,685
18712,30/12/2023,30/12/2023,600,107.8,1,600
18730,15/01/2024,15/01/2024,150,92,1,150
18756,16/01/2024,16/01/2024,550,91.2,1,550
18765,13/09/2023,08/03/2024,4166.7,39.1,6,25000
18788,21/01/2024,21/01/2024,400,86.4,1,400
18790,07/10/2023,15/03/2024,748.7,32,5,3743.5
18811,15/09/2023,03/03/2024,720.7,44.6,10,7207
18849,06/09/2023,15/03/2024,1412.5,31.9,4,5650
18898,08/02/2024,13/03/2024,555.5,34.5,2,1111
18930,13/11/2023,13/11/2023,100,155,1,100
18954,20/02/2024,20/02/2024,494,56.4,1,494
18970,19/09/2023,18/03/2024,1150,29.4,10,11500
19062,08/02/2024,08/02/2024,500,67.9,1,500
19063,13/03/2024,13/03/2024,997,34.3,1,997
19075,22/11/2023,12/03/2024,1362.5,35.1,4,5450
19108,06/12/2023,14/03/2024,1000,33.4,2,2000
19166,14/01/2024,28/03/2024,4215.7,19.5,11,46373
19315,17/09/2023,26/02/2024,640.2,50.4,5,3201
19328,30/09/2023,03/02/2024,1066.8,73,4,4267
19361,26/09/2023,09/03/2024,443,38.1,3,1329
19381,12/09/2023,06/11/2023,1000,162,2,2000
19412,09/01/2024,12/02/2024,2622,64,3,7866
19413,09/10/2023,12/03/2024,817,35.1,5,4085
19421,24/11/2023,24/11/2023,9500,144.5,1,9500
19503,16/10/2023,10/11/2023,1950,158.7,4,7800
19507,09/11/2023,14/03/2024,460,33.5,5,2300
19531,07/10/2023,12/12/2023,849.3,126,6,5096.01
19545,14/11/2023,14/11/2023,1000,154.1,1,1000
19555,08/09/2023,17/03/2024,571.4,30.6,7,4000
19565,05/09/2023,15/03/2024,563.1,32.2,14,7883.52
19576,05/09/2023,29/03/2024,480.7,18.4,16,7691.4
19589,19/01/2024,19/01/2024,1512,87.9,1,1512
19595,07/02/2024,27/02/2024,7550,49.5,2,15100
19596,22/09/2023,20/03/2024,288,27.3,7,2016
19612,01/01/2024,01/01/2024,76,106,1,76
19704,03/09/2023,04/12/2023,501,134.3,4,2004
19710,17/09/2023,17/03/2024,728.7,30,7,5101
19715,10/02/2024,10/02/2024,3000,66.5,1,3000
19789,02/10/2023,15/03/2024,1000,32.4,5,5000
19805,25/11/2023,23/03/2024,84.3,24.1,3,253
19807,13/09/2023,26/02/2024,989,49.9,4,3956
19813,06/09/2023,17/03/2024,206,30,24,4945.12
19850,10/11/2023,25/12/2023,270.8,113.1,4,1083
19882,26/09/2023,15/01/2024,7563.3,92.1,3,22690
19889,05/09/2023,02/03/2024,422.6,45.6,5,2113
19966,28/11/2023,13/02/2024,554,63.1,7,3878
20033,08/09/2023,08/09/2023,100,221.4,1,100
20054,01/12/2023,24/03/2024,5250,23.4,3,15750
20056,25/09/2023,24/03/2024,816.7,22.9,6,4900
20058,12/10/2023,21/03/2024,240.3,26.1,6,1442
20081,10/11/2023,10/11/2023,400,158.1,1,400
20101,16/10/2023,16/10/2023,250,183.4,1,250
20109,13/10/2023,13/10/2023,1000,185.9,1,1000
20153,16/02/2024,16/02/2024,607,60.2,1,607
20173,05/09/2023,13/10/2023,856.5,186.5,2,1713
20200,20/09/2023,24/09/2023,1000,205,3,3000
20207,25/11/2023,25/11/2023,7200,143.4,1,7200
20223,03/10/2023,03/10/2023,79,196.1,1,79
20242,03/11/2023,18/03/2024,1101.5,29.1,4,4406
20254,12/02/2024,12/02/2024,759,64.4,1,759
20293,16/10/2023,20/10/2023,1500,179.4,2,3000
20304,08/09/2023,25/03/2024,2629.3,22.1,7,18405
20321,12/09/2023,11/03/2024,203,36.2,4,812
20337,21/11/2023,25/01/2024,5000,82.4,2,10000
20355,13/12/2023,13/12/2023,241.7,125,1,241.7
20415,29/12/2023,31/03/2024,2652.7,15.9,2,5305.31
20422,28/11/2023,24/03/2024,2521,23.1,2,5042
20455,14/11/2023,14/11/2023,1513,154.3,1,1513
20464,10/11/2023,10/11/2023,760,158.5,1,760
20476,04/10/2023,02/03/2024,225,45.5,4,900
20518,29/02/2024,29/02/2024,761,46.8,1,761.04
20521,09/11/2023,29/03/2024,636.7,18.3,6,3820
20537,10/09/2023,12/03/2024,165.3,34.9,8,1322.54
20545,10/10/2023,19/11/2023,150.4,149.5,3,451.24
20607,08/11/2023,08/11/2023,710,160.3,1,710
20620,20/09/2023,14/03/2024,975,33.5,4,3900
20640,15/09/2023,23/02/2024,1417.6,53.4,11,15594
20652,02/03/2024,02/03/2024,230,45.5,1,230
20667,08/01/2024,08/01/2024,195,99.1,1,195
20683,02/09/2023,08/10/2023,6604.3,191.2,5,33021.5
20688,03/11/2023,15/02/2024,1857.1,61.1,7,13000
20794,10/09/2023,11/11/2023,329.3,157.5,6,1976
20855,04/09/2023,14/03/2024,405.2,33,10,4052
20869,04/12/2023,29/03/2024,128.9,18.2,10,1288.51
20892,05/12/2023,27/03/2024,2936,20.1,6,17616.18
20922,06/12/2023,06/12/2023,567,132,1,567
20949,21/11/2023,21/11/2023,500,147.1,1,500
20954,13/09/2023,14/10/2023,153.8,185.4,4,615
21087,24/03/2024,24/03/2024,500,22.9,1,500
21124,28/11/2023,28/11/2023,1000,140,1,1000
21169,24/01/2024,29/03/2024,557,18.3,4,2227.9
21184,11/09/2023,10/02/2024,690,66.5,4,2760
21209,24/09/2023,24/09/2023,5000,204.9,1,5000
21251,09/10/2023,27/03/2024,195.2,20.3,7,1366.51
21307,16/10/2023,16/10/2023,1500,182.9,1,1500
21325,18/11/2023,16/01/2024,201.2,91,6,1207.19
21422,10/01/2024,16/03/2024,2418.5,31.4,2,4837.01
21428,15/01/2024,15/01/2024,350,92,1,350
21459,25/01/2024,26/02/2024,925,50.1,2,1850
21495,24/01/2024,06/02/2024,479,70.1,2,958
21531,18/02/2024,18/02/2024,750,58,1,750
21540,05/11/2023,24/12/2023,787.3,114.3,3,2362
21572,25/02/2024,22/03/2024,1300,25.5,2,2600
21581,03/09/2023,12/03/2024,213.3,35.3,3,640
21630,20/09/2023,20/09/2023,338.6,209.4,2,677.29
21647,08/09/2023,24/11/2023,2094,144.4,2,4188
21713,02/10/2023,02/10/2023,3500,197.5,1,3500
21727,05/12/2023,16/03/2024,708.3,31,6,4250
21728,15/09/2023,12/03/2024,250,34.9,8,2000
21824,09/11/2023,09/11/2023,1900,159.2,1,1900
21829,13/03/2024,13/03/2024,500,33.9,1,500
21847,11/09/2023,28/03/2024,711.6,19.3,8,5693
21874,07/10/2023,23/03/2024,1340,24.1,5,6700
21910,26/09/2023,26/09/2023,4162,203.2,1,4162
21938,02/10/2023,31/01/2024,213.7,76,9,1923
21986,08/02/2024,08/02/2024,2300,68.4,1,2300
22041,05/12/2023,23/03/2024,3000,24.4,3,9000
22047,19/10/2023,16/02/2024,460,59.9,5,2300
22101,18/11/2023,16/03/2024,466,31,5,2330
22141,08/12/2023,08/12/2023,2999,130.4,1,2999
22154,15/10/2023,15/10/2023,200,184.1,2,400
22155,10/11/2023,12/02/2024,152,64,2,304
22172,14/10/2023,21/02/2024,756.8,55.5,6,4541
22176,23/09/2023,22/03/2024,1111.1,25.5,9,10000
22216,15/10/2023,15/10/2023,1000,184,1,1000
22270,11/10/2023,11/10/2023,1500,188,1,1500
22274,16/10/2023,10/02/2024,1933.5,66,5,9667.31
22328,18/10/2023,22/03/2024,575,25.2,2,1150
22336,14/10/2023,19/02/2024,800,57.3,5,4000
22345,04/12/2023,04/12/2023,1000,134.4,1,1000
22348,06/09/2023,21/02/2024,633.3,55.1,3,1900
22378,29/09/2023,11/03/2024,1742,36.3,5,8710
22380,05/11/2023,20/03/2024,2266.7,27,6,13600
22420,08/10/2023,01/03/2024,503.3,46.4,6,3020
22433,06/10/2023,31/03/2024,1029,16.4,6,6174
22435,12/01/2024,12/01/2024,2400,95.4,1,2400
22465,11/12/2023,16/03/2024,1998.5,31.4,4,7994
22478,21/09/2023,30/03/2024,480.9,17.1,7,3366.51
22480,20/11/2023,06/12/2023,4733.3,132.5,3,14200
22490,10/10/2023,10/10/2023,379,189.1,1,379
22543,02/09/2023,16/03/2024,786.8,31.5,4,3147
22567,23/10/2023,26/03/2024,2000,21.2,3,6000
22615,08/09/2023,26/03/2024,590.9,21,11,6500
22657,04/09/2023,29/02/2024,573.8,47.1,8,4590
22748,15/09/2023,14/03/2024,616.4,32.9,3,1849.3
22784,17/01/2024,17/01/2024,114,90.3,1,114
22802,11/10/2023,11/10/2023,1000,188,1,1000
22803,01/09/2023,03/03/2024,878.9,44.3,16,14063
22817,22/01/2024,22/01/2024,1141,85.4,1,1141
22847,31/01/2024,31/01/2024,350,75.9,1,350
22859,06/09/2023,06/03/2024,466.7,41.1,3,1400
22867,08/11/2023,11/03/2024,2750,36.4,2,5500
22884,11/02/2024,11/02/2024,500,64.9,1,500
22891,14/09/2023,18/03/2024,404.7,29.5,7,2833
22903,09/11/2023,09/11/2023,1900,159.6,1,1900
22912,07/09/2023,01/02/2024,666.7,75.5,3,2000
22916,04/10/2023,04/10/2023,760,195.4,1,760
22933,21/09/2023,06/03/2024,171,40.9,2,342
22963,18/12/2023,18/12/2023,10,119.8,1,10
23003,21/02/2024,23/02/2024,1050.3,53.2,4,4201
23011,06/09/2023,21/02/2024,2000,55.2,3,6000
23042,05/10/2023,13/10/2023,750,186.3,2,1500
23083,07/01/2024,07/01/2024,460,99.9,1,460
23120,18/11/2023,29/03/2024,1514.5,18.4,2,3029
23121,04/10/2023,28/03/2024,666.7,19,3,2000
23127,29/09/2023,29/02/2024,666,47.4,4,2664
23136,29/12/2023,18/01/2024,3048.5,89.5,2,6097
23163,08/09/2023,29/02/2024,154.7,46.8,4,618.66
23172,04/03/2024,04/03/2024,150,42.8,1,150
23185,08/11/2023,16/03/2024,4436.4,31.1,5,22182
23235,19/09/2023,15/03/2024,1000.5,32.3,6,6003
23260,03/09/2023,24/01/2024,523.4,83.2,3,1570.1
23265,28/09/2023,01/03/2024,252.4,46.1,7,1767
23285,07/09/2023,15/03/2024,164.5,32,2,329
23296,04/10/2023,02/03/2024,281.7,45.3,6,1690
23336,15/03/2024,15/03/2024,500,32,1,500
23359,08/10/2023,08/10/2023,997,191.5,1,997
23361,05/10/2023,04/03/2024,801.5,43.4,2,1603
23382,10/02/2024,10/02/2024,152,66,1,152
23398,01/03/2024,01/03/2024,190.3,46.4,1,190.26
23422,08/02/2024,31/03/2024,566.7,16,3,1700
23441,06/09/2023,31/12/2023,356.4,107.5,5,1782
23463,21/02/2024,21/02/2024,7000,55.3,1,7000
23528,12/10/2023,23/02/2024,580.5,53.5,10,5805.01
23570,08/11/2023,01/03/2024,1889.3,46.4,5,9446.73
23576,02/09/2023,12/03/2024,803.5,35.4,11,8838.01
23600,12/09/2023,30/12/2023,835,108.5,4,3340
23604,19/09/2023,28/02/2024,116.7,48,6,700
23691,13/10/2023,31/03/2024,267.5,16.2,2,535
23725,13/02/2024,13/02/2024,5000,63.3,1,5000
23735,17/09/2023,17/09/2023,7500,212.2,2,15000
23780,24/09/2023,18/02/2024,728,58.4,4,2912
23795,26/03/2024,26/03/2024,100,20.9,1,100
23811,14/09/2023,31/03/2024,2553.4,16.3,20,51067
23828,31/01/2024,28/03/2024,300.8,19.3,9,2707.07
23887,14/09/2023,25/03/2024,591,22.4,10,5910
23890,13/02/2024,13/02/2024,1220,63,1,1220
23901,14/10/2023,22/03/2024,481.1,25.6,7,3368
23909,03/11/2023,16/11/2023,683.3,152.5,3,2050
24007,29/12/2023,29/12/2023,759,109.1,1,759
24024,11/09/2023,08/10/2023,149.3,191.4,3,448
24052,11/09/2023,06/02/2024,2038,70.3,6,12228
24061,24/11/2023,21/03/2024,502.3,26.2,17,8539
24129,13/11/2023,13/11/2023,76,155.2,1,76
24146,07/09/2023,26/02/2024,226.4,50,7,1585
24267,03/11/2023,03/11/2023,1515,165.4,1,1515
24272,03/02/2024,03/02/2024,997,73,1,997.01
24344,06/09/2023,13/03/2024,1242.9,34.2,7,8700
24362,04/10/2023,04/10/2023,2000,194.8,1,2000
24387,11/09/2023,02/01/2024,333.3,105.5,3,1000
24391,18/01/2024,18/01/2024,3200,89.5,1,3200
24435,20/11/2023,15/03/2024,2863.3,32.4,4,11453
24482,23/02/2024,23/02/2024,500,52.9,1,500
24500,09/11/2023,29/12/2023,850,109.2,2,1700
24502,15/01/2024,15/01/2024,800,92.4,1,800
24533,02/10/2023,10/03/2024,1900,37.3,6,11400
24536,17/10/2023,02/03/2024,6031.5,44.9,2,12063
24556,18/03/2024,18/03/2024,320,29.3,1,320
24585,18/09/2023,14/11/2023,379,154.1,2,758.08
24611,13/09/2023,15/10/2023,232.5,184.4,2,465
24622,07/12/2023,27/12/2023,1683.3,110.9,3,5050
24636,10/01/2024,26/01/2024,3666,81,3,10998
24641,19/09/2023,19/09/2023,10000,210,1,10000
24647,07/09/2023,28/02/2024,777.8,48.2,9,7000
24669,15/10/2023,17/02/2024,1534.9,59,2,3069.8
24683,03/09/2023,22/02/2024,502.6,53.9,7,3518
24694,11/09/2023,05/03/2024,768.5,42.5,2,1537
24729,03/09/2023,29/03/2024,327.5,18.5,19,6222
24800,07/09/2023,29/02/2024,4177,47,4,16708
24873,12/12/2023,10/01/2024,460,97,2,920
24919,20/10/2023,20/10/2023,1500,179.2,1,1500
24954,06/09/2023,23/03/2024,251.3,23.9,3,754
24998,10/10/2023,24/02/2024,476.3,52.2,4,1905
25034,09/01/2024,09/01/2024,500,98.7,1,500
25114,25/01/2024,16/02/2024,1750,59.9,2,3500
25145,12/09/2023,26/03/2024,392,21.1,5,1960
25180,28/09/2023,23/03/2024,264.8,24.5,8,2118.42
25223,11/09/2023,14/02/2024,4500,62.5,5,22500
25242,21/01/2024,26/02/2024,1042.5,50.5,2,2085
25347,30/09/2023,11/02/2024,916.7,64.9,3,2750
25396,11/09/2023,28/03/2024,163.8,19.7,16,2620.6
25433,15/09/2023,19/10/2023,333.3,180.2,3,1000
25459,06/09/2023,07/03/2024,435.3,40.5,7,3047
25467,19/01/2024,14/03/2024,300,32.9,3,900
25490,20/02/2024,20/02/2024,500,55.9,1,500
25508,24/11/2023,10/03/2024,116.7,37.2,3,350
25523,11/09/2023,29/01/2024,150,78.2,5,750
25566,16/10/2023,12/03/2024,942.1,35.5,8,7537
25609,28/09/2023,21/01/2024,1176.5,86.5,4,4706.01
25618,26/02/2024,26/02/2024,495,49.9,1,495
25641,25/10/2023,07/02/2024,392.3,69.5,3,1177
25667,25/09/2023,04/03/2024,963.3,43,6,5780
25672,30/12/2023,21/01/2024,1000,86,2,2000
25677,27/02/2024,27/02/2024,800,49.4,1,800
25717,26/02/2024,26/02/2024,3900,50,1,3900
25735,25/09/2023,12/11/2023,433.3,156.5,3,1300
25771,03/10/2023,05/03/2024,1338.5,41.8,6,8031.05
25808,01/03/2024,27/03/2024,500,20.4,2,1000
25835,01/02/2024,01/02/2024,2283,75.2,1,2283
25895,28/09/2023,28/03/2024,1626.4,19.1,7,11385
25942,20/11/2023,20/11/2023,4000,148.7,1,4000
25989,17/03/2024,17/03/2024,600,30.4,1,600
26026,22/09/2023,05/10/2023,312.5,194.5,2,625
26033,11/09/2023,23/09/2023,569.7,205.9,2,1139.45
26038,30/10/2023,18/03/2024,1007.8,29.3,5,5039.14
26114,03/03/2024,17/03/2024,1881,30.4,2,3762
26131,10/10/2023,05/03/2024,1000,41.9,3,3000
26152,01/03/2024,01/03/2024,192,46.4,1,192
26160,21/01/2024,21/01/2024,1000,85.9,1,1000
26173,30/10/2023,30/10/2023,1000,169.4,1,1000
26175,05/12/2023,23/02/2024,1550,53.3,2,3100
26183,13/01/2024,20/03/2024,832.2,26.9,6,4992.99
26192,09/10/2023,05/02/2024,1327.5,71.7,2,2655
26194,09/11/2023,19/01/2024,365.1,88.4,15,5477.01
26195,02/01/2024,02/01/2024,2500,104.9,1,2500
26207,19/02/2024,04/03/2024,1500,43.7,2,3000
26251,26/11/2023,17/03/2024,122.8,30.1,5,614
26258,19/12/2023,06/03/2024,224.8,40.9,4,899
26284,17/10/2023,17/10/2023,1200,181.9,1,1200
26287,28/03/2024,28/03/2024,800,18.9,1,800
26343,05/10/2023,22/03/2024,626.3,25.8,11,6889.04
26345,26/01/2024,26/01/2024,99,81.4,1,99.01
26356,22/10/2023,06/11/2023,120,162.4,2,240
26357,16/11/2023,04/12/2023,805,133.9,2,1610
26388,09/09/2023,09/09/2023,760,220.4,1,760
26407,08/11/2023,25/03/2024,1250.3,22,4,5001
26413,27/09/2023,04/03/2024,789.3,42.9,7,5525
26431,13/02/2024,25/03/2024,2000,22.4,2,4000
26494,12/11/2023,13/02/2024,88,63.4,2,176
26513,13/10/2023,22/01/2024,666.7,85.6,3,2000
26578,12/03/2024,12/03/2024,1000,35.3,1,1000
26582,13/09/2023,02/03/2024,500,44.8,2,1000
26593,06/09/2023,11/12/2023,327,127.1,2,654.01
26616,02/01/2024,02/01/2024,2500,105.2,1,2500
26619,29/12/2023,29/12/2023,3800,109.1,1,3800
26663,15/09/2023,25/03/2024,1500,21.8,7,10500
26708,05/12/2023,20/02/2024,350,56.4,2,700
26714,07/01/2024,07/01/2024,304,99.9,1,304
26775,27/02/2024,27/02/2024,800,49,1,800
26782,23/10/2023,26/03/2024,365.9,21.5,7,2561.59
26801,14/10/2023,31/03/2024,677.8,16.4,4,2711
26806,16/01/2024,22/02/2024,1262.5,54.1,4,5050
26832,24/01/2024,18/03/2024,162.3,29.4,4,649
26834,21/09/2023,21/09/2023,5000,208,1,5000
26841,16/09/2023,25/01/2024,4175,82.1,4,16700
26864,11/11/2023,26/03/2024,711.8,20.9,8,5694
26889,21/03/2024,21/03/2024,841.1,26.3,1,841.14
26918,30/11/2023,09/03/2024,995.8,37.8,4,3983
26921,15/10/2023,15/10/2023,2000,184.1,1,2000
26941,12/09/2023,28/03/2024,89.1,19.5,13,1158.5
26946,09/09/2023,01/11/2023,450,167.3,2,900
26953,29/10/2023,29/10/2023,2550,170.1,1,2550
26956,24/09/2023,24/09/2023,10,205.5,1,10
26973,16/09/2023,16/09/2023,200,213.4,1,200
26982,16/09/2023,05/03/2024,803.8,41.8,5,4019
26988,10/01/2024,10/01/2024,460,97.2,1,460
27011,21/09/2023,02/03/2024,463.6,45.4,7,3245
27014,06/10/2023,22/02/2024,450,54.4,2,900
