Sender ID,Max of Date Created,Recency,frequency,monetary,Average of Total Amount
17742,03/10/2020,1285,1,1000,1000
17744,03/10/2020,1285,1,1000,1000
17746,03/10/2020,1285,1,1000,1000
17761,19/04/2023,357,13,10901.98,838.6138462
17762,12/10/2020,1276,1,1000,1000
17768,18/01/2021,1178,3,2500,833.3333333
17799,23/01/2023,443,3,2557,852.3333333
17814,13/10/2020,1275,1,1000,1000
17815,15/10/2020,1273,4,4000,1000
17818,22/04/2023,354,1,1000,1000
17819,13/10/2020,1275,1,1000,1000
17825,18/12/2023,114,19,18840.41,991.6005263
17833,20/10/2020,1268,2,2000,1000
17849,20/10/2020,1268,2,2000,1000
17870,18/10/2020,1270,1,1000,1000
17893,29/10/2020,1259,1,1000,1000
17904,20/10/2020,1268,1,1000,1000
17908,23/10/2020,1265,1,1000,1000
17930,11/03/2021,1126,1,875,875
17933,23/10/2020,1265,1,1000,1000
17934,18/05/2023,328,8,7368.99,921.12375
17935,04/12/2022,493,3,2854,951.3333333
17937,13/01/2021,1183,3,3000,1000
17947,17/06/2021,1028,2,2000,1000
17954,12/02/2024,58,22,17939.84,815.4472727
17964,01/11/2020,1256,1,1000,1000
17965,18/11/2020,1239,2,2000,1000
17968,01/11/2020,1256,1,999.99,999.99
17973,01/11/2020,1256,1,1000,1000
17981,26/11/2020,1231,2,2000,1000
17984,06/03/2021,1131,2,1813.49,906.745
17987,08/11/2020,1249,1,1000,1000
17992,03/11/2020,1254,1,1000,1000
17997,03/11/2020,1254,1,830.82,830.82
17999,04/01/2021,1192,2,1687.98,843.99
18009,06/11/2020,1251,1,1000,1000
18026,06/03/2021,1131,1,900,900
18032,09/11/2020,1248,1,1000,1000
18034,17/11/2020,1240,2,2000,1000
18061,13/11/2020,1244,1,850,850
18078,05/05/2021,1071,2,1700,850
18091,30/10/2021,893,7,6698.31,956.9014286
18113,21/11/2020,1236,1,1000,1000
18115,24/11/2020,1233,2,1700,850
18124,21/11/2020,1236,1,1000,1000
18147,26/11/2020,1231,1,1000,1000
18165,26/11/2020,1231,1,1000,1000
18170,13/12/2020,1214,2,2000,1000
18178,14/12/2020,1213,3,3000,1000
18190,02/12/2021,860,7,6530.97,932.9957143
18194,30/11/2020,1227,1,1000,1000
18200,04/12/2020,1223,1,1000,1000
18205,01/12/2020,1226,1,1000,1000
18206,01/12/2020,1226,1,1000,1000
18209,25/12/2020,1202,2,1999.98,999.99
18235,05/12/2020,1222,1,853.99,853.99
18237,23/04/2021,1083,4,3335.49,833.8725
18240,07/02/2023,428,1,1000,1000
18245,08/12/2020,1219,1,1000,1000
18246,06/12/2020,1221,1,1000,1000
18256,03/02/2021,1162,3,2621.98,873.9933333
18260,10/12/2020,1217,1,1000,1000
18268,20/04/2021,1086,1,865,865
18281,20/12/2020,1207,1,1000,1000
18321,21/02/2024,49,12,11159.48,929.9566667
18323,04/04/2021,1102,5,4272,854.4
18325,24/02/2023,411,14,12498.47,892.7478571
18330,27/12/2020,1200,1,850,850
18331,06/07/2021,1009,5,4650,930
18338,27/02/2024,43,21,20265.88,965.0419048
18352,30/12/2020,1197,1,1000,1000
18370,03/01/2021,1193,1,1000,1000
18400,06/01/2021,1190,1,1000,1000
18423,10/01/2021,1186,1,1000,1000
18509,17/09/2021,936,12,10249.03,854.0858333
18534,11/10/2020,1277,8,7586,948.25
18572,19/04/2023,357,18,16640.84,924.4911111
18577,03/04/2021,1103,15,14702.99,980.1993333
18581,29/12/2022,468,7,6453.58,921.94
18598,01/04/2021,1105,25,20981.43,839.2572
18659,02/02/2021,1163,2,1800,900
18681,06/12/2023,126,33,30237.97,916.3021212
18696,14/09/2020,1304,6,5863.01,977.1683333
18727,13/10/2020,1275,5,4100,820
18731,06/05/2019,1801,2,1630,815
18756,16/01/2024,85,11,10140.97,921.9063636
18777,06/05/2021,1070,7,6758.97,965.5671429
18811,03/03/2024,38,42,36908.44,878.772381
18886,15/03/2020,1487,2,1743,871.5
18887,08/11/2019,1615,3,3000,1000
18913,08/12/2020,1219,16,14410,900.625
18966,20/01/2020,1542,2,1700,850
18990,13/05/2019,1794,3,3000,1000
19022,27/02/2022,773,13,12093.78,930.2907692
19044,24/12/2020,1203,7,6970,995.7142857
19047,23/12/2020,1204,8,7200,900
19153,15/02/2023,420,13,12408.48,954.4984615
19176,30/04/2019,1807,1,997.47,997.47
19185,31/07/2022,619,20,17068.45,853.4225
19249,13/08/2020,1336,12,10668,889
19255,07/06/2020,1403,1,973.5,973.5
19281,16/07/2020,1364,4,3262,815.5
19294,23/12/2020,1204,3,2665,888.3333333
19411,30/11/2022,497,6,5765.98,960.9966667
19422,11/11/2019,1612,6,5400,900
19444,29/11/2019,1594,3,2867,955.6666667
19467,06/10/2020,1282,3,2550,850
19480,23/03/2019,1845,1,1000,1000
19505,14/12/2019,1579,2,1901.31,950.655
19538,22/10/2020,1266,2,1736,868
19576,24/02/2024,46,114,96276.3,844.5289474
19586,19/05/2022,692,11,10051.99,913.8172727
19589,19/01/2024,82,2,1902,951
19626,12/04/2020,1459,3,2500,833.3333333
19633,03/05/2020,1438,4,3910.7,977.675
19647,16/10/2020,1272,3,2443,814.3333333
19660,25/02/2023,410,37,36665.27,990.9532432
19695,08/02/2023,427,80,75706.28,946.3285
19700,30/11/2020,1227,11,10175,925
19704,04/12/2023,128,58,48112.24,829.5213793
19715,10/02/2024,60,11,10379.95,943.6318182
19735,03/07/2023,282,85,83932.61,987.4424706
19789,08/02/2024,62,56,50944.96,909.7314286
19800,06/01/2022,825,4,3330,832.5
19847,17/10/2020,1271,8,7953.98,994.2475
19876,28/09/2020,1290,4,3500,875
19887,02/06/2020,1408,1,850,850
19930,27/06/2019,1749,1,1000,1000
19952,18/02/2020,1513,8,7141.62,892.7025
19967,11/11/2020,1246,1,1000,1000
20100,21/03/2019,1847,2,2000,1000
20148,10/05/2021,1066,3,2897,965.6666667
20154,24/01/2020,1538,5,4696,939.2
20181,23/03/2023,384,12,10163.71,846.9758333
20209,08/07/2019,1738,1,1000,1000
20212,23/04/2019,1814,1,1000,1000
20217,01/02/2021,1164,3,3000,1000
20241,02/09/2019,1682,5,4900,980
20276,13/03/2020,1489,6,4946.69,824.4483333
20315,18/03/2020,1484,9,8911,990.1111111
20328,23/04/2020,1448,10,8281,828.1
20355,13/12/2023,119,41,36346.47,886.4992683
20358,13/11/2020,1244,4,4000,1000
20494,18/09/2019,1666,2,1760,880
20594,25/02/2019,1871,1,1000,1000
20600,06/05/2021,1070,5,4109,821.8
20612,24/09/2022,564,1,1000,1000
20620,04/01/2024,97,27,23674.56,876.8355556
20687,05/10/2020,1283,4,3750,937.5
20688,15/02/2024,55,58,47446.29,818.0394828
20738,13/02/2023,422,27,23188.4,858.8296296
20753,05/04/2020,1466,4,3918.05,979.5125
20781,24/06/2019,1752,1,915,915
20803,03/04/2023,373,11,9320.99,847.3627273
20807,30/09/2020,1288,11,10505,955
20850,24/12/2020,1203,5,4946.22,989.244
20871,03/01/2019,1924,1,1000,1000
20992,07/05/2019,1800,1,999,999
21025,15/10/2020,1273,14,12737,909.7857143
21064,07/01/2019,1920,1,910,910
21101,09/06/2023,306,54,44801.15,829.6509259
21396,04/07/2020,1376,2,1850,925
21404,20/01/2021,1176,6,5445.99,907.665
21412,02/10/2020,1286,2,2000,1000
21434,28/03/2019,1840,1,1000,1000
21449,06/12/2020,1221,6,5122.23,853.705
21468,16/03/2021,1121,12,11586,965.5
21588,28/02/2021,1137,11,10805,982.2727273
21614,02/06/2020,1408,1,900,900
21712,19/11/2020,1238,7,5866,838
21754,04/09/2019,1680,1,1000,1000
21785,02/02/2020,1529,7,5905,843.5714286
21792,03/12/2020,1224,1,1000,1000
21794,14/09/2020,1304,7,6156,879.4285714
21858,04/01/2019,1923,1,955,955
21859,19/08/2022,600,13,11717.93,901.3792308
21874,25/01/2024,76,38,33666.97,885.9728947
21919,21/07/2020,1359,9,8847,983
21948,28/11/2020,1229,13,11523,886.3846154
21989,20/08/2019,1695,1,974,974
22004,11/11/2020,1246,2,2000,1000
22061,01/12/2019,1592,1,1000,1000
22085,19/04/2021,1087,4,3567,891.75
22175,09/10/2020,1279,6,4900,816.6666667
22275,18/02/2019,1878,1,1000,1000
22288,30/03/2019,1838,1,1000,1000
22296,19/09/2019,1665,1,950,950
22310,05/01/2023,461,23,20382.91,886.2134783
22320,13/06/2020,1397,3,2815,938.3333333
22326,15/02/2020,1516,6,6000,1000
22335,03/11/2020,1254,16,13511.2,844.45
22345,04/12/2023,128,6,5100.99,850.165
22348,21/02/2024,49,18,17055.95,947.5527778
22517,18/06/2023,297,8,7620.98,952.6225
22524,27/05/2019,1780,1,1000,1000
22551,20/06/2020,1390,5,5000,1000
22597,04/11/2020,1253,1,999,999
22606,02/01/2019,1925,1,907,907
22632,04/06/2020,1406,2,1900,950
22690,06/02/2020,1525,4,3846.03,961.5075
22722,26/10/2020,1262,11,10000,909.0909091
22744,16/07/2019,1730,4,3617.41,904.3525
22760,24/05/2019,1783,1,1000,1000
22761,09/04/2019,1828,1,900,900
22784,17/01/2024,84,15,12339.61,822.6406667
22786,14/07/2019,1732,3,2561,853.6666667
22811,23/07/2020,1357,3,2518,839.3333333
22881,07/07/2019,1739,1,925,925
22884,11/02/2024,59,28,22834.84,815.53
22904,14/01/2019,1913,1,1000,1000
22996,17/07/2020,1363,1,941,941
23007,09/10/2020,1279,1,1000,1000
23011,21/02/2024,49,33,28221.82,855.2066667
23034,13/04/2019,1824,2,2000,1000
23151,06/01/2021,1190,1,870,870
23215,09/10/2020,1279,8,7498,937.25
23255,03/06/2019,1773,4,3275.9,818.975
23263,28/01/2022,803,7,6759.48,965.64
23264,28/04/2019,1809,3,2536.39,845.4633333
23288,26/02/2020,1505,2,2000,1000
23293,29/12/2019,1564,5,4553,910.6
23355,01/01/2019,1926,1,1000,1000
23359,08/10/2023,185,3,2465.99,821.9966667
23414,31/01/2019,1896,1,883,883
23491,08/10/2020,1280,4,4000,1000
23545,21/04/2021,1085,1,1000,1000
23587,15/10/2022,543,1,1000,1000
23612,07/01/2019,1920,1,1000,1000
23665,28/02/2021,1137,13,11692,899.3846154
23691,13/10/2023,180,54,47071.9,871.7018519
23771,02/07/2020,1378,7,6910,987.1428571
23802,27/01/2020,1535,4,3903,975.75
23822,28/10/2019,1626,4,3450,862.5
23832,02/12/2019,1591,2,1900,950
23871,18/06/2020,1392,1,835.5,835.5
24017,15/05/2019,1792,1,1000,1000
24049,18/04/2021,1088,23,22143.91,962.7786957
24070,03/07/2019,1743,1,990,990
24082,14/05/2021,1062,19,18355,966.0526316
24117,08/02/2019,1888,1,1000,1000
24157,31/05/2023,315,24,20660.35,860.8479167
24166,20/07/2020,1360,1,849,849
24184,11/09/2019,1673,2,1850,925
24240,01/03/2020,1501,6,5983.81,997.3016667
24242,24/01/2019,1903,1,900,900
24287,05/11/2020,1252,12,10721,893.4166667
24289,26/05/2019,1781,5,4560.87,912.174
24304,12/03/2021,1125,6,5602.99,933.8316667
24312,28/10/2020,1260,10,8937,893.7
24322,16/10/2020,1272,1,868.17,868.17
24323,20/12/2020,1207,1,1000,1000
24394,05/12/2019,1588,6,5200,866.6666667
24402,04/07/2019,1742,3,2900,966.6666667
24404,06/08/2020,1343,2,2000,1000
24436,16/09/2019,1668,1,1000,1000
24438,26/03/2019,1842,2,1950,975
24439,31/12/2018,1927,1,870,870
24482,23/02/2024,47,7,6318.97,902.71
24549,21/10/2020,1267,3,2570,856.6666667
24550,14/05/2019,1793,2,2000,1000
24573,15/12/2020,1212,2,2000,1000
24717,20/08/2020,1329,24,22225,926.0416667
24815,04/04/2023,372,1,999.99,999.99
24826,10/05/2019,1797,2,2000,1000
24856,01/05/2020,1440,1,1000,1000
24919,20/10/2023,173,24,21615.95,900.6645833
24958,13/08/2020,1336,4,4000,1000
25051,28/10/2019,1626,1,895,895
25139,01/07/2019,1745,2,1840,920
25140,05/10/2020,1283,5,4510,902
25166,28/04/2020,1443,2,1664,832
25191,20/10/2019,1634,1,1000,1000
25213,11/03/2021,1126,7,6035.99,862.2842857
25327,10/05/2021,1066,27,22977.35,851.012963
25340,27/03/2021,1110,9,8312.99,923.6655556
25387,16/10/2021,907,6,5785.4,964.2333333
25437,24/09/2021,929,25,24054,962.16
25536,18/06/2020,1392,2,1682,841
25597,12/11/2022,515,27,23553.09,872.3366667
25667,30/11/2023,132,12,10732.45,894.3708333
25669,26/02/2019,1870,1,1000,1000
25672,21/01/2024,80,6,5305.96,884.3266667
25676,01/05/2022,710,7,6350.57,907.2242857
25677,27/02/2024,43,25,22509,900.36
25705,10/05/2022,701,1,1000,1000
25835,01/02/2024,69,6,5151.98,858.6633333
25898,11/08/2019,1704,1,1000,1000
25998,17/11/2020,1240,1,1000,1000
26004,14/01/2021,1182,1,999,999
26007,15/01/2021,1181,1,872,872
26015,15/01/2021,1181,1,1000,1000
26019,16/01/2021,1180,1,1000,1000
26061,26/01/2021,1170,2,1744.44,872.22
26066,24/01/2021,1172,1,1000,1000
26087,29/01/2021,1167,1,1000,1000
26096,31/01/2021,1165,1,1000,1000
26123,04/02/2021,1161,1,1000,1000
26137,07/02/2021,1158,1,1000,1000
26141,08/08/2022,611,2,2000,1000
26155,11/02/2021,1154,1,1000,1000
26156,11/02/2021,1154,1,1000,1000
26161,20/02/2021,1145,1,1000,1000
26164,11/02/2021,1154,1,1000,1000
26165,11/02/2021,1154,1,1000,1000
26174,28/03/2021,1109,2,2000,1000
26207,04/03/2024,37,11,9544.97,867.7245455
26218,30/03/2021,1107,1,1000,1000
26238,25/05/2023,321,8,6958.99,869.87375
26266,03/03/2021,1134,1,1000,1000
26272,04/03/2021,1133,1,884.9,884.9
26292,07/03/2021,1130,1,1000,1000
26299,05/04/2021,1101,2,2000,1000
26310,16/11/2022,511,8,7845.13,980.64125
26331,25/04/2021,1081,2,1858,929
26335,25/07/2023,260,3,2750,916.6666667
26377,30/03/2021,1107,2,2000,1000
26385,01/04/2021,1105,1,1000,1000
26388,09/09/2023,214,5,4104.48,820.896
26394,08/01/2023,458,3,2504.97,834.99
26411,06/04/2021,1100,1,1000,1000
26413,21/02/2024,49,58,56501.14,974.1575862
26418,08/04/2021,1098,1,1000,1000
26448,12/04/2021,1094,1,835.43,835.43
26456,12/04/2021,1094,1,1000,1000
26464,13/04/2021,1093,2,2000,1000
26487,18/04/2021,1088,1,1000,1000
26494,13/02/2024,57,12,10168.95,847.4125
26497,23/04/2021,1083,1,1000,1000
26500,26/04/2021,1080,1,1000,1000
26511,24/04/2021,1082,1,1000,1000
26513,22/01/2024,79,13,12504.98,961.9215385
26514,23/04/2021,1083,1,1000,1000
26524,19/06/2021,1026,3,3000,1000
26532,28/04/2021,1078,1,1000,1000
26543,04/05/2021,1072,1,1000,1000
26550,06/05/2021,1070,1,1000,1000
26572,10/05/2021,1066,1,1000,1000
26631,11/06/2021,1034,1,1000,1000
26637,09/06/2021,1036,1,900,900
26639,01/06/2021,1044,1,1000,1000
26643,18/03/2023,389,5,4350,870
26651,26/02/2023,409,8,6536.94,817.1175
26663,02/03/2024,39,25,20365.55,814.622
26672,10/06/2021,1035,1,872,872
26689,15/06/2021,1030,1,1000,1000
26696,24/06/2021,1021,1,870,870
26733,07/10/2022,551,3,2503.98,834.66
26760,22/07/2021,993,2,1745,872.5
26762,10/07/2021,1005,1,1000,1000
26763,10/07/2021,1005,1,1000,1000
26767,13/07/2021,1002,2,2000,1000
26794,14/07/2021,1001,1,1000,1000
26806,22/02/2024,48,9,7945.98,882.8866667
26807,18/07/2021,997,1,1000,1000
26835,14/04/2023,362,3,2799,933
26842,03/08/2021,981,2,2000,1000
26897,24/07/2022,626,6,5144.44,857.4066667
26906,22/08/2021,962,1,1000,1000
26912,13/01/2023,453,7,6007.4,858.2
26919,06/06/2023,309,4,3849,962.25
26959,10/12/2021,852,3,2821.48,940.4933333
26995,29/06/2022,651,1,1000,1000
27014,22/02/2024,48,13,12113.91,931.8392308
27019,20/09/2022,568,1,1000,1000
27023,24/09/2021,929,1,850,850
27032,23/09/2021,930,2,2000,1000
27033,26/09/2021,927,1,1000,1000
27044,02/09/2022,586,7,6716.94,959.5628571
27050,30/09/2021,923,1,1000,1000
27053,17/04/2022,724,2,1849,924.5
27078,03/10/2021,920,1,1000,1000
27095,06/10/2021,917,1,1000,1000
27104,09/10/2021,914,1,964.62,964.62
27122,20/10/2021,903,1,900,900
27136,27/12/2021,835,1,1000,1000
27151,10/12/2021,852,1,1000,1000
27173,27/10/2021,896,1,1000,1000
27181,15/10/2023,178,12,11837.47,986.4558333
27186,31/10/2021,892,1,847.69,847.69
27191,28/06/2023,287,12,10451.97,870.9975
27198,03/11/2021,889,1,1000,1000
27208,07/11/2021,885,1,1000,1000
27240,15/11/2021,877,1,867.79,867.79
27262,21/11/2021,871,1,1000,1000
27274,24/11/2021,868,1,999,999
27277,25/11/2021,867,1,854,854
27281,25/11/2021,867,1,1000,1000
27283,06/12/2021,856,1,1000,1000
27288,27/11/2021,865,1,1000,1000
27291,29/11/2021,863,3,2447.61,815.87
27294,04/12/2021,858,1,1000,1000
27295,07/12/2021,855,1,1000,1000
27342,01/03/2022,771,2,1652.99,826.495
27345,13/12/2021,849,1,1000,1000
27369,17/12/2021,845,1,1000,1000
27380,22/12/2021,840,1,994,994
27389,26/02/2024,44,11,9323.91,847.6281818
27438,04/01/2022,827,1,1000,1000
27439,03/01/2022,828,1,1000,1000
27480,15/01/2022,816,2,2000,1000
27487,18/08/2022,601,2,1848.97,924.485
27494,17/01/2022,814,1,1000,1000
27512,28/01/2022,803,1,1000,1000
27525,08/02/2022,792,1,1000,1000
27535,02/02/2022,798,1,974.85,974.85
27544,08/02/2022,792,1,1000,1000
27552,15/02/2022,785,1,1000,1000
27563,15/02/2022,785,1,999,999
27564,12/02/2022,788,1,1000,1000
27576,10/03/2022,762,3,2900,966.6666667
27586,25/02/2022,775,1,1000,1000
27588,21/02/2022,779,1,1000,1000
27602,27/02/2022,773,1,1000,1000
27627,07/03/2022,765,2,1848.44,924.22
27630,08/03/2022,764,1,1000,1000
27647,14/03/2023,393,1,1000,1000
27666,06/07/2023,279,8,7996,999.5
27667,13/04/2023,363,3,3000,1000
27668,24/03/2022,748,1,1000,1000
27670,13/06/2022,667,4,3352.98,838.245
27705,31/03/2022,741,1,1000,1000
27726,12/10/2022,546,1,1000,1000
27733,06/04/2022,735,1,1000,1000
27736,07/04/2023,369,3,3000,1000
27738,21/06/2022,659,1,1000,1000
27746,15/07/2022,635,1,1000,1000
27782,11/05/2022,700,2,2000,1000
27789,23/04/2022,718,1,999,999
27790,25/04/2022,716,1,993.49,993.49
27794,24/04/2022,717,1,840,840
27800,27/04/2022,714,1,840,840
27804,16/06/2022,664,1,1000,1000
27806,09/02/2024,61,20,18520.36,926.018
27814,07/02/2024,63,4,3757.99,939.4975
27816,29/04/2022,712,1,1000,1000
27818,25/07/2023,260,7,6763.95,966.2785714
27827,30/04/2022,711,1,832.62,832.62
27829,15/09/2022,573,2,2000,1000
27830,02/05/2022,709,1,1000,1000
27835,09/01/2024,92,21,17878.46,851.3552381
27844,08/05/2022,703,1,1000,1000
27875,15/02/2024,55,3,2630.98,876.9933333
27896,23/01/2024,78,9,7515.4,835.0444444
27902,01/07/2023,284,7,5997,856.7142857
27916,07/03/2023,400,4,3575,893.75
27920,01/06/2022,679,1,826.59,826.59
27922,20/12/2022,477,5,4501.99,900.398
27924,28/09/2022,560,1,1000,1000
27926,06/10/2022,552,5,4239.96,847.992
27929,19/06/2022,661,3,2999,999.6666667
27930,09/06/2022,671,1,1000,1000
27931,01/06/2023,314,4,3715.4,928.85
27933,23/02/2023,412,5,5000,1000
27935,05/06/2022,675,1,1000,1000
27943,07/06/2022,673,1,1000,1000
27947,20/06/2022,660,3,2837.99,945.9966667
27963,11/06/2022,669,1,1000,1000
27979,16/06/2022,664,1,1000,1000
27984,18/07/2022,632,1,1000,1000
27986,16/06/2022,664,1,1000,1000
27996,19/06/2022,661,1,1000,1000
28018,30/06/2022,650,1,1000,1000
28035,28/07/2023,257,13,10771.92,828.6092308
28059,06/07/2022,644,1,1000,1000
28076,26/10/2022,532,5,4998,999.6
28102,28/07/2022,622,1,1000,1000
28105,16/09/2022,572,1,1000,1000
28136,17/02/2024,53,4,3755.97,938.9925
28142,30/07/2022,620,1,1000,1000
28145,26/07/2023,259,6,5050,841.6666667
28162,23/01/2024,78,3,3000,1000
28187,14/08/2022,605,1,1000,1000
28200,17/08/2022,602,1,1000,1000
28202,20/08/2022,599,1,1000,1000
28212,16/02/2024,54,3,3000,1000
28241,16/09/2022,572,2,2000,1000
28268,14/09/2022,574,1,1000,1000
28282,13/03/2023,394,1,999,999
28285,21/09/2022,567,1,1000,1000
28286,22/09/2022,566,3,2499,833
28307,22/09/2022,566,1,1000,1000
28313,23/09/2022,565,1,1000,1000
28316,23/09/2022,565,1,1000,1000
28328,25/09/2022,563,1,1000,1000
28334,26/09/2022,562,1,1000,1000
28353,29/09/2022,559,1,1000,1000
28356,28/09/2022,560,1,1000,1000
28377,06/07/2023,279,15,13042.68,869.512
28430,05/10/2022,553,1,1000,1000
28462,14/07/2023,271,9,7499.29,833.2544444
28474,18/10/2022,540,1,1000,1000
28490,04/11/2022,523,1,999,999
28493,19/10/2022,539,1,1000,1000
28504,07/11/2022,520,1,1000,1000
28513,22/10/2022,536,1,1000,1000
28529,27/10/2022,531,1,1000,1000
28558,24/06/2023,291,4,3999,999.75
28574,13/02/2023,422,5,4575,915
28582,06/11/2022,521,1,1000,1000
28593,09/11/2022,518,1,1000,1000
28612,30/12/2022,467,3,2500.99,833.6633333
28623,20/12/2023,112,3,3000,1000
28629,04/10/2023,189,7,6501.99,928.8557143
28651,30/11/2022,497,1,853.55,853.55
28760,24/02/2023,411,4,3999,999.75
28766,07/01/2023,459,1,999.99,999.99
28767,15/07/2023,270,9,8800.95,977.8833333
28807,19/01/2023,447,1,1000,1000
28822,27/01/2023,439,1,1000,1000
28826,28/01/2023,438,1,1000,1000
28830,31/01/2023,435,1,1000,1000
28833,01/02/2023,434,1,950,950
28837,02/05/2023,344,4,4000,1000
28840,04/04/2023,372,5,4499,899.8
28846,07/06/2023,308,3,3000,1000
28849,22/02/2024,48,13,11153.44,857.9569231
28855,01/04/2023,375,7,6009.95,858.5642857
28859,12/02/2023,423,1,1000,1000
28881,01/04/2023,375,7,5991.94,855.9914286
28885,05/03/2023,402,3,2500,833.3333333
28890,23/02/2023,412,1,1000,1000
28893,28/07/2023,257,6,6000,1000
28907,23/03/2023,384,3,2935,978.3333333
28913,04/03/2023,403,1,1000,1000
28917,04/03/2023,403,1,1000,1000
28940,11/03/2023,396,1,997,997
28948,15/03/2023,392,1,999,999
28956,21/03/2023,386,3,2999,999.6666667
28983,30/03/2023,377,1,1000,1000
28991,01/04/2023,375,1,1000,1000
29024,16/04/2023,360,1,1000,1000
29052,01/06/2023,314,5,4999,999.8
29059,26/02/2024,44,3,2863.48,954.4933333
29071,22/11/2023,140,4,3278.98,819.745
29072,20/05/2023,326,3,2999,999.6666667
29087,14/05/2023,332,1,999,999
29097,22/05/2023,324,1,1000,1000
29110,26/05/2023,320,1,1000,1000
29129,06/06/2023,309,2,2000,1000
29134,25/01/2024,76,7,6881.27,983.0385714
29140,20/07/2023,265,3,3000,1000
29172,21/06/2023,294,1,1000,1000
29178,02/07/2023,283,2,1657,828.5
29180,30/06/2023,285,1,1000,1000
29189,25/07/2023,260,2,2000,1000
29197,17/07/2023,268,3,2999,999.6666667
29219,21/07/2023,264,1,1000,1000
29233,30/07/2023,255,1,1000,1000
30049,29/12/2023,103,3,2502.99,834.33
30217,23/01/2024,78,2,1701.99,850.995
30222,21/01/2024,80,1,1000,1000
30237,29/01/2024,72,3,3000,1000
30259,04/02/2024,66,1,1000,1000
30275,03/03/2024,38,2,1902.99,951.495
30288,17/02/2024,53,1,1000,1000
36,01/02/2024,69,22,14960.93,680.0422727
49,26/09/2023,197,6,4215.97,702.6616667
68,23/02/2024,47,25,19038.95,761.558
93,09/07/2023,276,7,4816,688
94,25/11/2023,137,21,13787.9,656.5666667
101,07/07/2022,643,33,20943,634.6363636
173,16/01/2024,85,26,17952.95,690.4980769
194,18/07/2020,1362,3,2351,783.6666667
202,19/10/2022,539,30,20713.98,690.466
204,28/06/2023,287,11,6922.73,629.3390909
223,26/07/2021,989,11,8750.67,795.5154545
249,16/06/2022,664,1,800,800
272,05/01/2024,96,13,8125.11,625.0084615
338,22/02/2024,48,70,54359.19,776.5598571
359,12/06/2023,303,2,1249,624.5
382,07/11/2019,1616,4,3005,751.25
428,29/12/2023,103,66,52534,795.969697
448,16/11/2020,1241,3,1925,641.6666667
457,22/02/2024,48,26,17399.05,669.1942308
467,01/03/2024,40,104,84280.12,810.3857692
495,26/02/2020,1505,10,6221,622.1
506,07/09/2019,1677,4,3198,799.5
520,07/01/2024,94,26,18495.16,711.3523077
532,28/02/2024,42,32,25855.93,807.9978125
546,17/08/2021,967,3,2152.99,717.6633333
547,02/11/2023,160,51,39264.1,769.8843137
556,19/10/2020,1269,3,2100,700
601,12/10/2023,181,28,21176.94,756.3192857
630,12/01/2024,89,17,12452.91,732.5241176
639,06/05/2019,1801,2,1600,800
652,07/03/2020,1495,2,1385,692.5
681,04/04/2021,1102,2,1350,675
731,20/02/2024,50,78,51752.16,663.4892308
744,16/11/2019,1607,7,5505,786.4285714
753,11/01/2023,455,1,800,800
798,10/06/2023,305,6,4302.6,717.1
820,10/08/2022,609,7,4353.98,621.9971429
848,15/10/2023,178,16,12029.68,751.855
860,17/11/2023,145,34,25197.29,741.0967647
879,27/09/2023,196,44,28913.92,657.1345455
885,09/05/2023,337,8,5377.97,672.24625
942,03/03/2020,1499,15,11629,775.2666667
956,09/11/2021,883,59,39441.17,668.4944068
981,27/11/2019,1596,18,12965,720.2777778
1031,15/02/2024,55,51,32158.07,630.5503922
1099,27/09/2019,1657,1,805,805
1114,08/02/2024,62,26,19132.38,735.8607692
1157,02/01/2020,1560,16,12205.48,762.8425
1184,05/06/2023,310,35,26688.87,762.5391429
1198,01/02/2024,69,22,17626.39,801.1995455
1206,01/10/2019,1653,2,1500,750
1279,21/04/2023,355,94,68458.12,728.2778723
1285,31/05/2023,315,17,12916.97,759.8217647
1288,26/01/2024,75,27,19694.83,729.4381481
1344,16/03/2023,391,2,1304,652
1349,23/02/2024,47,9,6719.48,746.6088889
1350,28/01/2024,73,35,27007.17,771.6334286
1388,08/07/2023,277,10,6370.43,637.043
1395,15/12/2020,1212,3,2130,710
1412,07/02/2024,63,26,18338.41,705.3234615
1432,08/04/2020,1463,29,20542.9,708.3758621
1435,06/11/2023,156,8,5049.96,631.245
1444,05/02/2020,1526,9,7263,807
1454,12/12/2022,485,6,4865.95,810.9916667
1484,11/02/2019,1885,1,700,700
1488,10/02/2021,1155,19,14221.99,748.5257895
1541,01/03/2024,40,74,45947.93,620.917973
1550,22/04/2021,1084,9,7092.1,788.0111111
1594,15/02/2020,1516,17,10872,639.5294118
1620,22/11/2023,140,23,17998.16,782.5286957
1624,14/02/2024,56,63,50315,798.6507937
1636,27/12/2023,105,17,12102.89,711.9347059
1688,14/01/2024,87,14,9831.47,702.2478571
1704,26/02/2024,44,24,19315.9,804.8291667
1751,02/09/2021,951,3,2005.98,668.66
1837,05/03/2023,402,15,11764.15,784.2766667
1843,23/12/2019,1570,2,1601.44,800.72
1857,27/02/2021,1138,27,18619,689.5925926
1868,01/11/2023,161,63,43129.18,684.5901587
1896,16/02/2020,1515,8,6018,752.25
1907,28/02/2024,42,84,59770.2,711.55
1952,14/09/2021,939,19,13090.98,688.9989474
1971,20/02/2024,50,62,49532.18,798.906129
1977,21/11/2023,141,5,3317.97,663.594
