Sender ID,Max of Date Created,Recency,frequency,monetary,Average of Total Amount
13250,23/03/2022,749,3,9331,3110.333333
13266,25/05/2020,1416,1,3300,3300
13279,07/09/2020,1311,3,6990,2330
13287,27/01/2021,1169,3,10500,3500
13288,12/05/2020,1429,2,5760,2880
13353,19/02/2021,1146,7,19506,2786.571429
13453,01/10/2020,1287,3,9501.83,3167.276667
13718,09/04/2021,1097,7,16991.99,2427.427143
13719,01/06/2023,314,10,21848.99,2184.899
13898,21/05/2023,325,19,46991.99,2473.262632
13918,16/02/2024,54,18,46224.92,2568.051111
13992,02/08/2022,617,10,24136.95,2413.695
14007,02/01/2024,99,27,59940.88,2220.032593
16171,22/02/2023,413,12,30336.96,2528.08
16258,24/03/2023,383,7,21009.47,3001.352857
16272,06/06/2022,674,3,8750.5,2916.833333
16327,19/01/2022,812,2,5115.99,2557.995
16696,16/02/2024,54,18,60144.42,3341.356667
17132,23/10/2023,170,18,51195,2844.166667
17248,23/05/2022,688,2,5300,2650
17609,28/07/2023,257,15,38441.97,2562.798
17610,26/02/2022,774,4,9945,2486.25
17735,12/12/2022,485,6,13443,2240.5
17756,06/10/2020,1282,2,5000,2500
17766,24/09/2022,564,9,26834.98,2981.664444
17926,16/02/2024,54,25,67767.44,2710.6976
17953,20/11/2020,1237,3,10000,3333.333333
17990,18/11/2020,1239,2,6001,3000.5
18014,17/01/2023,449,11,30247,2749.727273
18252,06/10/2023,187,12,38086.47,3173.8725
18396,08/06/2023,307,2,6539,3269.5
18444,01/04/2019,1836,1,2950,2950
18466,13/05/2020,1428,4,10690,2672.5
18469,14/09/2020,1304,15,33730.4,2248.693333
18477,06/03/2023,401,27,59667.39,2209.903333
18481,01/10/2020,1287,7,23500,3357.142857
18539,29/12/2019,1564,3,7000,2333.333333
18543,28/05/2019,1779,2,5000,2500
18556,27/02/2024,43,15,33834.39,2255.626
18566,25/03/2020,1477,7,24125,3446.428571
18579,04/11/2020,1253,10,32200,3220
18638,18/12/2020,1209,15,35121.32,2341.421333
18668,17/05/2020,1424,3,8948.08,2982.693333
18670,14/06/2020,1396,12,28046,2337.166667
18680,26/01/2021,1170,7,22692.83,3241.832857
18755,17/11/2022,510,14,40282.98,2877.355714
18758,08/04/2019,1829,2,5000,2500
18771,06/03/2020,1496,4,14000,3500
18787,26/01/2021,1170,4,11510,2877.5
18838,26/04/2020,1445,3,8140,2713.333333
18845,08/09/2020,1310,2,4540,2270
18856,05/02/2021,1160,4,12000,3000
18861,04/05/2022,707,16,39310.96,2456.935
18882,06/08/2020,1343,4,10353,2588.25
18974,13/04/2021,1093,23,61242.96,2662.737391
18991,29/12/2020,1198,5,11853,2370.6
18992,29/08/2021,955,12,29561.99,2463.499167
19032,20/08/2021,964,3,10565,3521.666667
19041,24/01/2021,1172,2,5600,2800
19062,08/02/2024,62,15,35492.99,2366.199333
19087,06/12/2019,1587,4,12620.51,3155.1275
19088,22/12/2020,1205,5,13489,2697.8
19179,27/11/2020,1230,6,13935.59,2322.598333
19261,01/01/2021,1195,16,34803.91,2175.244375
19288,14/03/2020,1488,7,19898,2842.571429
19321,13/12/2019,1580,5,14020,2804
19328,03/02/2024,67,46,120883.86,2627.91
19350,10/12/2022,487,1,2202.99,2202.99
19374,11/11/2022,516,2,4505.98,2252.99
19376,14/06/2020,1396,5,15935,3187
19413,21/02/2024,49,48,126842.97,2642.561875
19425,09/09/2019,1675,6,13900,2316.666667
19432,04/01/2019,1923,1,2265,2265
19443,10/07/2020,1370,1,3472,3472
19445,23/03/2021,1114,9,25595.39,2843.932222
19458,13/11/2020,1244,6,14294,2382.333333
19459,10/02/2020,1521,14,31322.3,2237.307143
19468,23/08/2022,596,8,20123.01,2515.37625
19500,04/04/2019,1833,1,3000,3000
19525,03/10/2020,1285,11,25535,2321.363636
19545,14/11/2023,148,7,15808.98,2258.425714
19563,03/05/2020,1438,1,3378.38,3378.38
19570,21/08/2020,1328,9,26700,2966.666667
19614,17/03/2022,755,17,41539.98,2443.528235
19616,10/07/2020,1370,1,2900,2900
19652,06/07/2020,1374,6,13100,2183.333333
19669,18/07/2022,632,11,33352.98,3032.089091
19737,16/04/2019,1821,1,2500,2500
19780,04/09/2021,949,2,4552.99,2276.495
19801,11/09/2019,1673,2,5400,2700
19828,03/12/2019,1590,2,5900,2950
19907,29/03/2019,1839,1,3205,3205
19998,20/03/2020,1482,5,11344,2268.8
20000,02/06/2020,1408,4,10874.65,2718.6625
20079,25/10/2020,1263,21,72159.59,3436.170952
20086,29/12/2020,1198,2,6000,3000
20092,29/11/2021,863,5,14249,2849.8
20238,21/02/2020,1510,8,20079,2509.875
20247,13/06/2023,302,25,81607.99,3264.3196
20254,12/02/2024,58,7,17775.99,2539.427143
20296,31/12/2022,466,8,24456.97,3057.12125
20314,19/12/2020,1208,6,20025,3337.5
20337,25/01/2024,76,7,23969,3424.142857
20340,30/07/2020,1350,3,7000,2333.333333
20363,27/03/2019,1841,2,5485,2742.5
20422,28/11/2023,134,16,39550,2471.875
20459,11/02/2019,1885,2,6000,3000
20484,09/05/2020,1432,9,24200,2688.888889
20500,02/11/2022,525,13,40174.97,3090.382308
20574,04/03/2019,1864,1,3200,3200
20578,28/02/2020,1503,1,3000,3000
20593,08/04/2019,1829,3,10055,3351.666667
20677,27/12/2020,1200,17,54780.65,3222.391176
20707,09/10/2022,549,14,33779.98,2412.855714
20728,13/12/2020,1214,5,13794.48,2758.896
20774,21/08/2022,598,12,34808.99,2900.749167
20798,01/04/2019,1836,1,3000,3000
20808,15/10/2020,1273,6,15678.76,2613.126667
20823,28/08/2019,1687,6,13710,2285
20872,16/08/2022,603,6,14010,2335
20873,08/10/2020,1280,7,17770,2538.571429
20997,20/01/2021,1176,1,3000,3000
21065,12/07/2023,273,13,34700,2669.230769
21073,22/10/2022,536,10,32401.99,3240.199
21102,06/12/2020,1221,10,28500,2850
21107,23/09/2019,1661,1,3000,3000
21109,25/09/2022,563,5,15410,3082
21150,20/04/2020,1451,2,6000,3000
21189,03/02/2019,1893,1,3500,3500
21331,21/05/2020,1420,3,10000,3333.333333
21337,11/01/2019,1916,1,3000,3000
21347,17/01/2020,1545,4,14215,3553.75
21381,28/11/2021,864,35,78677.98,2247.942286
21408,23/02/2023,412,16,46785.99,2924.124375
21482,17/06/2019,1759,2,4500,2250
21489,05/01/2021,1191,19,46369.93,2440.522632
21496,23/09/2020,1295,5,11500,2300
21542,03/07/2019,1743,2,5514,2757
21556,11/03/2020,1491,13,30200,2323.076923
21557,17/05/2020,1424,3,6550,2183.333333
21612,08/03/2020,1494,2,6530,3265
21647,24/11/2023,138,20,47429,2371.45
21654,11/05/2020,1430,1,2517,2517
21655,25/07/2019,1721,5,11235,2247
21663,15/01/2020,1547,5,14550,2910
21687,17/08/2022,602,4,10289.89,2572.4725
21713,02/10/2023,191,9,26502.99,2944.776667
21819,22/03/2019,1846,1,3000,3000
21861,30/11/2021,862,35,76321,2180.6
21910,26/09/2023,197,7,24146.99,3449.57
21949,19/10/2020,1269,5,14781,2956.2
21992,14/09/2021,939,20,50702.41,2535.1205
22041,21/12/2023,111,5,13817.99,2763.598
22048,22/02/2021,1143,3,7050,2350
22141,08/12/2023,124,38,107135.48,2819.354737
22161,04/11/2021,888,3,9008,3002.666667
22169,06/04/2022,735,8,20200,2525
22210,21/09/2020,1297,2,6000,3000
22220,05/02/2022,795,7,22100.99,3157.284286
22241,21/12/2020,1206,8,17958,2244.75
22256,13/06/2019,1763,3,6790.19,2263.396667
22257,10/02/2019,1886,1,2404,2404
22270,11/10/2023,182,4,11943.98,2985.995
22276,30/07/2019,1716,5,12200,2440
22315,15/10/2020,1273,3,10413,3471
22321,31/03/2019,1837,4,8750,2187.5
22328,18/10/2023,175,37,84331.94,2279.241622
22360,16/02/2021,1149,15,33572.6,2238.173333
22434,11/10/2020,1277,1,2171,2171
22451,02/11/2020,1255,6,17142,2857
22461,11/09/2019,1673,1,3000,3000
22514,16/11/2020,1241,7,18150,2592.857143
22527,16/02/2020,1515,5,13500,2700
22565,06/07/2020,1374,5,11286,2257.2
22581,23/09/2019,1661,2,5780,2890
22670,30/11/2020,1227,2,6600,3300
22724,05/11/2020,1252,5,12000,2400
22736,18/02/2020,1513,2,5000,2500
22745,02/01/2021,1194,11,26300,2390.909091
22755,10/09/2019,1674,4,12310,3077.5
22758,09/04/2021,1097,1,3404.26,3404.26
22762,03/12/2020,1224,3,8308,2769.333333
22789,07/11/2022,520,13,36101.97,2777.074615
22825,04/01/2022,827,34,80548.08,2369.061176
22842,09/08/2019,1706,5,16826,3365.2
22858,01/03/2023,406,29,63598.06,2193.036552
22867,08/11/2023,154,13,30547,2349.769231
22873,10/01/2021,1186,5,11885,2377
22931,21/03/2019,1847,5,12700,2540
22972,15/12/2020,1212,15,34423.94,2294.929333
22986,10/11/2022,517,41,136601,3331.731707
23050,31/03/2019,1837,2,6000,3000
23064,16/08/2020,1333,21,47000,2238.095238
23102,24/01/2020,1538,7,23600,3371.428571
23132,15/10/2020,1273,9,24732,2748
23135,21/09/2022,567,10,30026.98,3002.698
23136,18/01/2024,83,9,25962,2884.666667
23185,12/12/2023,120,61,199362.41,3268.23623
23193,18/05/2019,1789,5,13500,2700
23292,21/05/2023,325,20,46680.9,2334.045
23301,06/03/2020,1496,7,17300,2471.428571
23312,15/03/2021,1122,7,19186.3,2740.9
23317,20/07/2022,630,4,9103.98,2275.995
23353,18/04/2019,1819,1,2750,2750
23366,06/11/2020,1251,1,3010,3010
23417,14/05/2019,1793,6,15895,2649.166667
23428,06/08/2019,1709,1,3350,3350
23463,21/02/2024,49,3,9000,3000
23464,13/10/2020,1275,6,15750,2625
23481,21/03/2019,1847,1,2550,2550
23502,22/11/2021,870,17,42732.98,2513.704706
23522,08/10/2019,1646,6,18500,3083.333333
23530,28/02/2019,1868,2,7000,3500
23537,07/03/2020,1495,4,11300,2825
23561,28/09/2021,925,10,24883.99,2488.399
23653,08/04/2021,1098,6,21200,3533.333333
23654,07/02/2021,1158,14,32858.97,2347.069286
23692,04/12/2019,1589,2,4678.5,2339.25
23713,11/03/2020,1491,8,23947.35,2993.41875
23725,13/02/2024,57,13,42994.99,3307.306923
23731,06/10/2020,1282,9,22223.16,2469.24
23739,04/12/2021,858,9,20339,2259.888889
23761,24/01/2021,1172,13,41500,3192.307692
23833,28/07/2020,1352,6,17425,2904.166667
23860,07/08/2022,612,1,2400,2400
23885,26/08/2020,1323,5,16450,3290
23912,24/12/2019,1569,7,23622,3374.571429
23942,14/11/2020,1243,3,7000,2333.333333
24018,14/11/2019,1609,1,3000,3000
24052,06/02/2024,64,61,152598.95,2501.622131
24060,20/11/2019,1603,4,8971,2242.75
24107,20/06/2019,1756,2,7000,3500
24111,14/03/2020,1488,6,13024.4,2170.733333
24121,01/12/2020,1226,10,22510,2251
24129,13/11/2023,149,4,10338.4,2584.6
24155,16/03/2020,1486,1,2900,2900
24158,13/03/2023,394,13,39989.98,3076.152308
24229,18/02/2020,1513,4,13225,3306.25
24248,15/05/2019,1792,1,3000,3000
24269,15/02/2023,420,19,61834.19,3254.431053
24272,03/02/2024,67,8,24487,3060.875
24281,06/08/2019,1709,10,31170,3117
24308,11/09/2020,1307,2,6020,3010
24345,07/06/2022,673,9,24799.36,2755.484444
24358,07/06/2023,308,29,83047.17,2863.695517
24361,13/06/2020,1397,3,10303,3434.333333
24413,15/06/2023,300,15,45516.99,3034.466
24423,23/05/2020,1418,5,11000,2200
24435,14/02/2024,56,9,19918.99,2213.221111
24437,05/11/2020,1252,7,20271.5,2895.928571
24473,01/03/2023,406,13,44839.46,3449.189231
24510,22/11/2020,1235,5,13000,2600
24514,23/11/2020,1234,3,6532.4,2177.466667
24533,22/02/2024,48,45,104611.88,2324.708444
24569,31/01/2020,1531,4,8838,2209.5
24627,24/03/2021,1113,2,4400,2200
24704,29/11/2020,1228,8,19000,2375
24721,01/05/2019,1806,1,3100,3100
24761,08/01/2020,1554,12,31000,2583.333333
24775,25/03/2021,1112,21,49790.89,2370.994762
24781,03/04/2020,1468,3,10007,3335.666667
24854,20/01/2021,1176,11,35399.58,3218.143636
24916,16/02/2020,1515,4,11003,2750.75
24918,29/06/2020,1381,7,15340,2191.428571
24952,04/03/2019,1864,2,6000,3000
24981,24/03/2019,1844,2,4500,2250
25002,10/02/2022,790,7,24542,3506
25054,18/02/2019,1878,1,2250,2250
25118,04/06/2020,1406,2,4510,2255
25121,23/05/2020,1418,6,16589,2764.833333
25146,18/07/2019,1728,2,6000,3000
25223,14/02/2024,56,23,62501,2717.434783
25243,26/06/2020,1384,11,31310,2846.363636
25255,03/07/2020,1377,1,2600,2600
25293,11/10/2020,1277,9,22089.84,2454.426667
25343,05/03/2021,1132,13,40493,3114.846154
25353,02/11/2021,890,30,97418.98,3247.299333
25362,12/06/2023,303,8,18552,2319
25370,12/10/2020,1276,14,41000,2928.571429
25457,19/11/2019,1604,4,13150,3287.5
25463,20/08/2021,964,10,32542.1,3254.21
25519,30/03/2019,1838,1,3000,3000
25571,01/02/2021,1164,13,31835.59,2448.891538
25615,30/12/2022,467,7,20042.95,2863.278571
25628,01/08/2019,1714,1,3436.56,3436.56
25657,14/06/2019,1762,4,11550,2887.5
25662,02/03/2023,405,7,21017.97,3002.567143
25724,25/04/2021,1081,17,37033.24,2178.425882
25725,15/10/2022,543,13,28564.74,2197.287692
25738,13/01/2019,1914,2,6000,3000
25749,24/01/2019,1903,2,5565,2782.5
25801,11/03/2021,1126,11,30800,2800
25824,07/02/2021,1158,10,25964,2596.4
25831,16/09/2019,1668,11,24034.65,2184.968182
25849,08/07/2019,1738,4,9500,2375
25916,30/09/2020,1288,6,20594.5,3432.416667
25918,01/08/2021,983,10,28687,2868.7
25936,10/11/2019,1613,5,11377,2275.4
25972,22/10/2020,1266,2,5209.41,2604.705
25986,02/09/2020,1316,22,62566.55,2843.934091
26013,30/06/2021,1015,4,14180.55,3545.1375
26134,10/05/2021,1066,3,7011,2337
26224,28/03/2022,744,7,19890.97,2841.567143
26254,09/02/2022,791,52,154392.76,2969.091538
26345,26/01/2024,75,10,27720.99,2772.099
26351,26/07/2023,259,5,11596.99,2319.398
26431,13/02/2024,57,1,3000,3000
26596,25/02/2023,410,11,32097.98,2917.998182
26616,02/01/2024,99,6,17092.99,2848.831667
26619,29/12/2023,103,2,6799,3399.5
26666,14/06/2021,1031,2,4400,2200
26678,13/06/2023,302,3,7003.5,2334.5
26749,21/09/2022,567,9,24460.67,2717.852222
26751,18/05/2022,693,8,20511.95,2563.99375
26784,19/04/2023,357,14,38331.99,2737.999286
26791,26/10/2022,532,8,20810.95,2601.36875
26800,26/09/2022,562,7,16542.67,2363.238571
26834,21/09/2023,202,3,7000,2333.333333
26836,01/09/2022,587,6,19402.99,3233.831667
26845,11/08/2021,973,2,6635.5,3317.75
26876,06/12/2022,491,6,14900.98,2483.496667
26953,29/10/2023,164,1,2550,2550
27167,05/04/2022,736,1,2999,2999
27360,22/02/2024,48,14,46574.99,3326.785
27362,26/07/2022,624,8,23799,2974.875
27452,14/06/2023,301,6,14948.98,2491.496667
27509,12/02/2024,58,14,40350,2882.142857
27581,17/03/2022,755,4,10008.97,2502.2425
27582,22/03/2022,750,3,8004.98,2668.326667
27611,03/03/2022,769,1,2380,2380
27624,27/07/2023,258,16,38602.4,2412.65
27742,04/02/2024,66,4,12502.99,3125.7475
27753,07/07/2022,643,4,10001.46,2500.365
27893,10/12/2023,122,6,17504.99,2917.498333
28021,02/02/2024,68,7,20040.99,2862.998571
28066,23/12/2023,109,10,33414.99,3341.499
28140,01/03/2024,40,8,20911.05,2613.88125
28300,23/02/2024,47,17,54560.53,3209.442941
28507,07/01/2024,94,2,6500,3250
28618,15/12/2022,482,1,2500,2500
28682,07/04/2023,369,5,12896,2579.2
29019,11/07/2023,274,2,7000,3500
29118,31/05/2023,315,1,2999,2999
29216,22/01/2024,79,8,22282.48,2785.31
30002,14/02/2024,56,5,15613.98,3122.796
30095,17/10/2023,176,1,2388,2388
30101,22/02/2024,48,2,5316,2658
30115,28/01/2024,73,2,6800,3400
30129,14/11/2023,148,1,2300,2300
30142,17/01/2024,84,2,5300,2650
30243,09/02/2024,61,2,5514.98,2757.49
30261,18/02/2024,52,7,17563.95,2509.135714
30273,10/02/2024,60,1,2504.99,2504.99
26,10/02/2019,1886,1,2000,2000
27,18/12/2023,114,44,92592.64,2104.378182
48,09/10/2023,184,8,13120.44,1640.055
61,01/02/2024,69,5,10000,2000
66,02/01/2024,99,8,13447.97,1680.99625
67,12/01/2024,89,30,57959.71,1931.990333
75,03/03/2024,38,50,99353.92,1987.0784
83,07/10/2020,1281,8,16920,2115
85,05/07/2023,280,39,64050.98,1642.332821
87,12/02/2024,58,28,50307,1796.678571
106,01/05/2023,345,25,49294,1971.76
112,26/11/2023,136,14,29924.98,2137.498571
136,04/02/2023,431,11,17895.62,1626.874545
142,15/02/2024,55,48,83112.37,1731.507708
153,02/05/2023,344,14,21546.96,1539.068571
167,19/02/2024,51,52,83103.86,1598.151154
181,30/11/2022,497,6,12308.28,2051.38
185,15/12/2020,1212,6,12107.98,2017.996667
203,25/07/2019,1721,8,12510,1563.75
212,16/11/2023,146,16,26599.16,1662.4475
215,02/11/2023,160,5,8318.71,1663.742
217,13/06/2022,667,19,34900,1836.842105
251,26/09/2020,1292,10,16009,1600.9
260,28/01/2024,73,4,7525,1881.25
287,17/02/2023,418,9,17789.97,1976.663333
288,28/07/2022,622,20,37361.38,1868.069
319,15/12/2022,482,4,8265,2066.25
331,19/03/2019,1849,1,2080,2080
335,26/04/2022,715,6,9336.68,1556.113333
337,15/04/2020,1456,6,10500,1750
355,07/01/2024,94,24,45832.98,1909.7075
358,03/01/2024,98,33,56221.67,1703.68697
372,14/11/2023,148,25,46835.92,1873.4368
381,30/09/2023,193,7,15150,2164.285714
410,13/02/2023,422,74,115926.66,1566.576486
433,20/05/2020,1421,3,6140,2046.666667
434,28/02/2023,407,2,3507.49,1753.745
441,01/09/2019,1683,1,2010,2010
456,23/05/2023,323,3,6000,2000
502,25/01/2024,76,56,105298.71,1880.334107
517,27/01/2024,74,16,29542.45,1846.403125
527,19/07/2022,631,22,35612.91,1618.768636
538,31/01/2024,70,15,25132.95,1675.53
565,18/04/2023,358,9,16429.46,1825.495556
582,12/07/2022,638,10,17208.98,1720.898
607,13/05/2023,333,39,62811.54,1610.552308
629,26/07/2023,259,40,76163.07,1904.07675
657,21/09/2023,202,4,8008,2002
689,19/02/2024,51,8,16753.99,2094.24875
693,26/01/2024,75,50,77107.37,1542.1474
698,08/11/2023,154,1,2000,2000
699,08/08/2020,1341,1,2008,2008
713,02/02/2024,68,25,40582.6,1623.304
734,29/06/2019,1747,1,1846.21,1846.21
743,15/11/2021,877,7,13019,1859.857143
770,15/09/2022,573,12,19850.99,1654.249167
781,28/03/2020,1474,4,7300,1825
784,15/01/2024,86,15,24025.98,1601.732
856,30/01/2024,71,22,35102.94,1595.588182
880,15/04/2022,726,4,7300,1825
892,25/11/2020,1232,2,4000,2000
900,30/05/2019,1777,1,2000,2000
918,26/06/2023,289,11,21100,1918.181818
938,26/11/2023,136,25,41470.53,1658.8212
958,28/12/2023,104,31,66432,2142.967742
1004,30/05/2020,1411,2,4000,2000
1020,26/04/2022,715,6,10452,1742
1024,11/02/2024,59,4,6370.8,1592.7
1038,19/12/2022,478,14,25157.98,1796.998571
1081,27/01/2023,439,12,22470,1872.5
1162,11/10/2020,1277,4,6477,1619.25
1165,07/07/2021,1008,3,5911,1970.333333
1185,26/07/2023,259,6,11345,1890.833333
1256,23/07/2021,992,19,29321,1543.210526
1259,08/12/2020,1219,7,15000,2142.857143
1271,23/02/2024,47,64,109441.79,1710.027969
1280,06/12/2022,491,7,10805.98,1543.711429
1295,10/10/2023,183,30,48473.3,1615.776667
1334,18/12/2023,114,11,20382.49,1852.953636
1335,21/06/2023,294,18,32510,1806.111111
1348,22/02/2024,48,51,86049.87,1687.252353
1361,16/11/2023,146,35,66834.45,1909.555714
1366,12/02/2024,58,7,13225.98,1889.425714
1428,06/03/2023,401,20,37354.95,1867.7475
1442,07/02/2024,63,64,98721.01,1542.515781
1457,11/10/2023,182,13,26899,2069.153846
1467,15/04/2021,1091,4,6705,1676.25
1476,26/05/2023,320,1,2000,2000
1486,01/03/2023,406,17,31054.97,1826.762941
1497,02/01/2021,1194,14,24137,1724.071429
1506,06/05/2022,705,8,14705.99,1838.24875
1526,26/08/2022,593,8,12565,1570.625
1535,09/11/2021,883,9,14146.2,1571.8
1556,26/02/2022,774,11,20986.99,1907.908182
1588,23/06/2021,1022,9,14497,1610.777778
1612,14/11/2023,148,7,15042,2148.857143
1623,24/01/2024,77,14,26070.97,1862.212143
1625,27/06/2023,288,34,53043.94,1560.115882
1640,05/08/2021,979,5,8826,1765.2
1687,21/10/2021,902,19,29636.49,1559.815263
1827,25/04/2019,1812,2,3667,1833.5
1850,13/09/2023,210,3,6316,2105.333333
1853,18/02/2024,52,56,109349.64,1952.672143
1912,13/02/2024,57,37,57635.9,1557.727027
1923,06/03/2023,401,19,32315.91,1700.837368
1939,11/06/2023,304,45,81547.9,1812.175556
1980,10/08/2019,1705,4,7000,1750
2034,25/02/2024,45,56,100410.86,1793.051071
2163,01/02/2024,69,20,35106.42,1755.321
2213,17/02/2024,53,33,52061.93,1577.634242
2226,11/12/2023,121,26,49979.37,1922.283462
2235,02/02/2021,1163,15,23888.81,1592.587333
2253,02/02/2023,433,29,49592.48,1710.085517
2260,07/03/2021,1130,25,39272.05,1570.882
2284,09/04/2023,367,5,10669,2133.8
2316,06/10/2023,187,29,59379.78,2047.578621
2339,02/03/2024,39,50,87031.42,1740.6284
2501,01/12/2023,131,37,60881.91,1645.457027
2546,18/11/2022,509,5,9136.98,1827.396
2559,15/11/2019,1608,5,10507,2101.4
2560,21/01/2019,1906,1,2000,2000
2608,27/02/2024,43,34,57876.46,1702.248824
2617,24/12/2021,838,21,45357.99,2159.904286
2625,27/05/2022,684,29,58012.88,2000.444138
2667,21/07/2019,1725,6,12000,2000
2709,05/04/2021,1101,2,4000,2000
2735,07/09/2020,1311,1,1740,1740
2747,06/04/2019,1831,2,3670,1835
2750,31/10/2022,527,7,12057.99,1722.57
2755,16/10/2019,1638,3,4690,1563.333333
2771,06/11/2019,1617,1,1800,1800
2814,16/01/2023,450,31,57210.95,1845.514516
2826,01/03/2024,40,5,8120.99,1624.198
2833,01/12/2023,131,24,50814.92,2117.288333
2863,03/10/2023,190,4,6782.17,1695.5425
2884,14/02/2023,421,19,31824.14,1674.954737
2901,06/02/2024,64,11,17352.93,1577.539091
2903,11/06/2020,1399,11,21384.9,1944.081818
2932,09/10/2023,184,7,15113.47,2159.067143
2982,03/03/2024,38,7,11858.98,1694.14
3034,13/06/2021,1032,1,2000,2000
3036,14/05/2023,332,29,55835.95,1925.377586
3091,05/11/2020,1252,14,21599.11,1542.793571
3133,23/02/2024,47,21,38803.98,1847.808571
3190,27/09/2023,196,51,80298.56,1574.481569
3218,12/02/2020,1519,7,11510,1644.285714
3282,24/05/2023,322,17,29239.97,1719.998235
3418,27/11/2023,135,10,17186.77,1718.677
3446,07/02/2024,63,24,37096.94,1545.705833
3466,28/02/2024,42,59,92064.93,1560.422542
3473,08/11/2023,154,37,61897.78,1672.912973
3490,13/05/2019,1794,1,1803,1803
3493,09/07/2023,276,26,40130.68,1543.487692
3505,04/09/2019,1680,4,7010,1752.5
3550,19/11/2019,1604,6,12272,2045.333333
3682,25/02/2024,45,5,9100,1820
3720,25/02/2024,45,7,13615.99,1945.141429
3750,03/02/2022,797,15,23650,1576.666667
3791,25/03/2023,382,19,36894.84,1941.833684
3876,15/02/2019,1881,1,2000,2000
3964,06/01/2024,95,6,10813.31,1802.218333
3974,07/11/2022,520,4,7006.97,1751.7425
4003,03/04/2023,373,1,1540,1540
4009,26/12/2023,106,16,27303.99,1706.499375
4031,14/08/2019,1701,4,6327,1581.75
4059,19/10/2023,174,18,37122.77,2062.376111
4081,08/03/2020,1494,3,4920,1640
4108,17/09/2019,1667,2,3180,1590
4151,12/02/2020,1519,9,17968,1996.444444
4198,15/02/2024,55,36,69998.14,1944.392778
4208,05/07/2023,280,5,8951.43,1790.286
4267,19/02/2024,51,37,62925.94,1700.701081
4330,11/07/2023,274,8,17237,2154.625
4390,21/09/2020,1297,10,18380,1838
4436,09/04/2020,1462,3,6040,2013.333333
4540,03/03/2024,38,6,11720.47,1953.411667
4542,04/02/2024,66,17,26721.95,1571.879412
4577,25/01/2023,441,23,47352.98,2058.825217
4639,16/11/2023,146,28,58899.84,2103.565714
4760,29/05/2019,1778,7,11998,1714
4778,29/06/2021,1016,3,5000,1666.666667
4779,10/05/2023,336,6,10819.98,1803.33
4818,27/03/2023,380,10,17901.9,1790.19
4830,09/07/2019,1737,3,5000,1666.666667
4976,15/02/2024,55,26,42798.5,1646.096154
4999,02/11/2022,525,30,58467,1948.9
5065,26/12/2023,106,32,50827.89,1588.371563
5139,11/01/2024,90,22,40472.97,1839.680455
5262,09/07/2023,276,22,37841.94,1720.088182
5284,09/11/2023,153,25,48328.7,1933.148
5287,23/02/2020,1508,11,17011,1546.454545
5309,03/05/2022,708,2,3310,1655
5398,05/06/2023,310,8,15664.95,1958.11875
5417,03/01/2024,98,24,42295.92,1762.33
5495,09/06/2022,671,7,14395.99,2056.57
5535,15/01/2022,816,21,42901.3,2042.919048
5557,16/11/2019,1607,3,5500,1833.333333
5562,01/12/2019,1592,2,4000,2000
5607,23/12/2023,109,19,40437.93,2128.312105
5623,18/07/2023,267,13,21101.95,1623.226923
5633,04/02/2024,66,1,2005.99,2005.99
5733,16/01/2024,85,4,7567.95,1891.9875
5800,26/02/2024,44,7,13062.47,1866.067143
5866,11/11/2023,151,7,10868.97,1552.71
5922,09/03/2021,1128,8,12423.62,1552.9525
5985,24/03/2023,383,4,8204.97,2051.2425
6006,17/02/2024,53,16,26900.43,1681.276875
6018,08/06/2021,1037,13,20020,1540
6033,31/01/2024,70,6,10421.47,1736.911667
6039,24/02/2024,46,75,143670.72,1915.6096
6062,24/01/2024,77,48,80487.95,1676.832292
6074,28/12/2020,1199,18,27866,1548.111111
6077,26/09/2019,1658,9,15187.7,1687.522222
6101,15/06/2020,1395,6,10005,1667.5
6136,26/08/2021,958,3,5502,1834
6158,08/07/2023,277,10,15599.46,1559.946
6196,16/10/2023,177,22,46377.37,2108.062273
6244,02/05/2019,1805,1,2000,2000
6267,17/01/2024,84,27,53545.41,1983.163333
6276,04/01/2020,1558,11,22463,2042.090909
6281,22/02/2024,48,31,65204.74,2103.37871
6349,19/01/2023,447,42,90917.32,2164.698095
6375,29/03/2021,1108,16,33561,2097.5625
6386,15/10/2022,543,25,43851.92,1754.0768
6421,24/06/2019,1752,1,2000,2000
6453,08/01/2024,93,28,53575.98,1913.427857
6485,02/01/2024,99,11,19040.99,1730.999091
6508,24/01/2023,442,20,41482.58,2074.129
6539,23/08/2020,1326,5,7746,1549.2
6584,06/02/2023,429,14,25134.96,1795.354286
6610,26/09/2023,197,2,3405.44,1702.72
6708,15/03/2020,1487,8,17206,2150.75
6718,30/09/2022,558,7,13650.96,1950.137143
6831,06/11/2019,1617,18,36000,2000
6866,26/02/2022,774,6,10047.98,1674.663333
6917,30/12/2022,467,55,98757.79,1795.596182
6984,01/06/2022,679,2,3999,1999.5
6988,30/11/2021,862,10,19505,1950.5
7012,06/04/2023,370,5,8801,1760.2
7036,03/03/2024,38,42,77219.92,1838.569524
7047,13/03/2020,1489,9,14250,1583.333333
7080,02/03/2024,39,39,66689.21,1709.979744
7099,30/09/2019,1654,6,9287,1547.833333
7122,12/01/2024,89,15,24600,1640
7242,09/04/2021,1097,5,9400.87,1880.174
